TripId,UserProgramName,UserId,UserRole,UserCity,UserState,UserZip,UserCountry,MembershipType,Bike,BikeType,CheckoutKioskName,ReturnKioskName,DurationMins,AdjustedDurationMins,UsageFee,AdjustmentFlag,Distance,EstimatedCarbonOffset,EstimatedCaloriesBurned,CheckoutDateLocal,ReturnDateLocal,CheckoutTimeLocal,ReturnTimeLocal,TripOver30Mins,LocalProgramFlag,TripRouteCategory,TripProgramName
28498371,Houston BCycle,1212271,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Membership,24067,Standard,Lamar & Milam,UHD/Main & Franklin,6,0,0,N,.9,.9,36,2022-11-17,2022-11-17,11:09:13,11:15:54,N,Y,One Way,Houston BCycle
28528902,Houston BCycle,1319627,RFID Card Member,HOUSTON,TX,77043,UNITED STATES,Annual Membership,20979,Standard,Lamar & Milam,Customer Serive Virtual Dock,30,0,0,N,4.5,4.3,180,2022-11-25,2022-11-25,12:10:01,12:40:01,N,Y,One Way,Houston BCycle
28393866,Houston BCycle,1319627,RFID Card Member,HOUSTON,TX,77043,UNITED STATES,Annual Membership,21082,Standard,Crawford Island,UHD/Main & Franklin,55,0,0,N,8.2,7.8,329,2022-11-03,2022-11-03,14:58:08,15:53:48,Y,Y,One Way,Houston BCycle
28448238,Houston BCycle,1319627,RFID Card Member,HOUSTON,TX,77043,UNITED STATES,Annual Membership,058,Standard,The Southmore,Health Museum,43,0,0,N,6.4,6.1,257,2022-11-09,2022-11-09,17:58:31,18:41:16,Y,Y,One Way,Houston BCycle
28413678,Houston BCycle,1331134,Maintenance,,,,UNITED STATES,,545 R2,Standard,UHD Soccer Field / White Oak Bayou Trailhead,Heights HEB N Shepherd & 23rd,135,0,0,N,18.0,17.1,720,2022-11-06,2022-11-06,08:19:49,10:34:50,Y,Y,One Way,Houston BCycle
28424492,Houston BCycle,1331134,Maintenance,,,,UNITED STATES,,118,Standard,Milam & Webster,West Gray & Baldwin,14,0,0,N,2.1,2.0,84,2022-11-07,2022-11-07,11:58:32,12:12:27,N,Y,One Way,Houston BCycle
28431498,Houston BCycle,1331134,Maintenance,,,,UNITED STATES,,252 B,Standard,UH Student Garage/METROrail,Park @ Palm Center,1612,0,0,N,18.0,17.1,720,2022-11-08,2022-11-09,08:42:07,11:34:21,Y,Y,One Way,Houston BCycle
28527937,Houston BCycle,1331134,Maintenance,,,,UNITED STATES,,021 FW,Standard,UH TDECU Cullen & Cougar Place,UH TDECU Cullen & Cougar Place,1,0,0,N,.1,.1,5,2022-11-24,2022-11-24,21:15:36,21:16:05,N,Y,Round Trip,Houston BCycle
28527939,Houston BCycle,1331134,Maintenance,,,,UNITED STATES,,542 FW,Standard,UH TDECU Cullen & Cougar Place,Regent Square,285,0,0,N,18.0,17.1,720,2022-11-24,2022-11-25,21:16:25,02:01:09,Y,Y,One Way,Houston BCycle
28425144,Houston BCycle,1497346,RFID Card Member,Houston,TX,77007,UNITED STATES,Single Trip ,052 R2,Standard,Midtown Park,2222 Smith,27,0,0,N,4.1,3.8,162,2022-11-07,2022-11-07,12:54:01,13:21:12,N,Y,One Way,Houston BCycle
28520472,Houston BCycle,1498118,RFID Card Member,houston,TX,77054,UNITED STATES,Monthly Membership,24111,Standard,Centennial Gardens,Hermann Park Bill Coats Bridge @ Almeda,26,0,0,N,3.9,3.7,156,2022-11-22,2022-11-22,18:38:13,19:04:42,N,Y,One Way,Houston BCycle
28424617,Houston BCycle,1513946,Non-RFID Card Member,Houston,TX,77093,UNITED STATES,Single Trip ,072,Standard,UHD Jesse H. Jones Student Life Center,Market Square,19,0,0,N,2.8,2.7,113,2022-11-07,2022-11-07,12:07:32,12:26:54,N,Y,One Way,Houston BCycle
28400999,Houston BCycle,1529675,RFID Card Member,Humble,TX,77346,UNITED STATES,Annual Membership,02343,Standard,Main & Dallas,Lamar & Caroline,4,0,0,N,.6,.6,23,2022-11-04,2022-11-04,13:01:26,13:05:13,N,Y,One Way,Houston BCycle
28435569,Houston BCycle,1529675,RFID Card Member,Humble,TX,77346,UNITED STATES,Annual Membership,01833,Standard,Lamar & Milam,UHD Soccer Field / White Oak Bayou Trailhead,14,0,0,N,2.1,2.0,84,2022-11-08,2022-11-08,14:52:51,15:06:17,N,Y,One Way,Houston BCycle
28426074,Houston BCycle,1533417,RFID Card Member,Houston ,TX,77082,UNITED STATES,Single Trip ,12776,Standard,Milam & Webster,Peggy Park,25,0,0,N,3.7,3.6,149,2022-11-07,2022-11-07,14:03:49,14:28:17,N,Y,One Way,Houston BCycle
28419313,Houston BCycle,1548371,RFID Card Member,Pearland,TX,77584,UNITED STATES,Single Trip ,02458,Standard,Eleanor Tinsley Park,Eleanor Tinsley Park,60,0,0,N,9.0,8.6,360,2022-11-06,2022-11-06,16:57:55,17:57:31,Y,Y,Round Trip,Houston BCycle
28408178,Houston BCycle,1585593,RFID Card Member,,,77021,UNITED STATES,Monthly Membership,01923,Standard,La Branch & Alabama,Elgin & Smith,5,0,0,N,.8,.7,30,2022-11-05,2022-11-05,13:44:13,13:49:57,N,Y,One Way,Houston BCycle
28387872,Houston BCycle,1585593,RFID Card Member,,,77021,UNITED STATES,Monthly Membership,540 R2,Standard,Centennial Gardens,Centennial Gardens,2,0,0,N,.3,.3,12,2022-11-02,2022-11-02,21:09:56,21:11:12,N,Y,Round Trip,Houston BCycle
28387886,Houston BCycle,1585593,RFID Card Member,,,77021,UNITED STATES,Monthly Membership,01598,Standard,Centennial Gardens,Elgin & Smith,12,0,0,N,1.8,1.7,72,2022-11-02,2022-11-02,21:11:50,21:23:14,N,Y,One Way,Houston BCycle
28558563,Houston BCycle,1598721,RFID Card Member,,,77009,UNITED STATES,Monthly Membership,01770,Standard,Sabine Bridge,Sabine Bridge,26,0,0,N,3.9,3.7,156,2022-11-30,2022-11-30,17:34:31,18:00:48,N,Y,Round Trip,Houston BCycle
28559573,Houston BCycle,1669624,RFID Card Member,Houston,TX,77011,UNITED STATES,Annual Membership,11319,Standard,Convention Center,Convention Center,0,0,0,N,.0,.0,0,2022-11-30,2022-11-30,21:05:49,21:05:58,N,Y,Round Trip,Houston BCycle
28479479,Houston BCycle,1698632,RFID Card Member,HOUSTON,TX,77004,UNITED STATES,Annual Membership,171 B,Standard,Downtown Transit Center METRORail,2222 Smith,5,0,0,N,.8,.7,30,2022-11-14,2022-11-14,00:14:54,00:19:59,N,Y,One Way,Houston BCycle
28497003,Houston BCycle,1698632,RFID Card Member,HOUSTON,TX,77004,UNITED STATES,Annual Membership,047,Standard,UTMDA Main Campus MDA BLVD,Brazos & McGowen,28,0,0,N,4.2,4.0,167,2022-11-16,2022-11-16,22:59:17,23:27:32,N,Y,One Way,Houston BCycle
28405267,Houston BCycle,1698632,RFID Card Member,HOUSTON,TX,77004,UNITED STATES,Annual Membership,273 PCC,Standard,UTMDA Main Campus MDA BLVD,UTMDA Main Campus MDA BLVD,2,0,0,N,.3,.3,12,2022-11-04,2022-11-04,23:02:05,23:04:08,N,Y,Round Trip,Houston BCycle
28499207,Houston BCycle,1702431,RFID Card Member,Houston,TX,77004,UNITED STATES,Annual Membership,540 R2,Standard,TMC Dryden METRORail,Memorial Hermann Hospital Houston Zoo METRORail,4,0,0,N,.6,.6,23,2022-11-17,2022-11-17,13:23:13,13:27:41,N,Y,One Way,Houston BCycle
28540810,Houston BCycle,1790243,RFID Card Member,Houston,TX,77012,UNITED STATES,Monthly Membership,24005,Standard,Sabine Bridge,Eleanor Tinsley Park,5,0,0,N,.8,.7,30,2022-11-27,2022-11-27,18:30:52,18:35:15,N,Y,One Way,Houston BCycle
28559071,Houston BCycle,1790243,RFID Card Member,Houston,TX,77012,UNITED STATES,Monthly Membership,22194,Standard,Hermann Park Lake Plaza,Hermann Park/Rice U METROrail,35,0,0,N,5.3,5.0,210,2022-11-30,2022-11-30,19:00:42,19:35:07,Y,Y,One Way,Houston BCycle
28400713,Houston BCycle,1888598,RFID Card Member,Houston,TX,77006,UNITED STATES,Annual Membership,14125,Standard,Taft & Fairview,Westheimer & Waugh,74,0,3.24,N,11.1,10.5,444,2022-11-04,2022-11-04,12:30:24,13:44:52,Y,Y,One Way,Houston BCycle
28432652,Houston BCycle,1932373,RFID Card Member,Houston ,TX,44630,UNITED STATES,Monthly Membership,22614,Standard,Hermann Park Lake Plaza,Hermann Park Lake Plaza,1,0,0,N,.1,.1,5,2022-11-08,2022-11-08,10:48:47,10:49:21,N,Y,Round Trip,Houston BCycle
28460309,Houston BCycle,1943883,RFID Card Member,Houston,TX,77003,UNITED STATES,Monthly Membership,625,Standard,Jury Assembly,South Yards Silver & Center,19,0,0,N,2.8,2.7,113,2022-11-11,2022-11-11,08:47:28,09:06:27,N,Y,One Way,Houston BCycle
28490677,Houston BCycle,1943883,RFID Card Member,Houston,TX,77003,UNITED STATES,Monthly Membership,02329,Standard,Harrisburg & Sampson,Navigation Esplanade,32,0,0,N,4.8,4.6,192,2022-11-15,2022-11-15,21:48:33,22:20:50,Y,Y,One Way,Houston BCycle
28431195,Houston BCycle,2055786,RFID Card Member,Denver,CO,80205,UNITED STATES,Single Trip ,02269,Standard,Main & Dallas,Clay & Smith,4,0,0,N,.6,.6,23,2022-11-08,2022-11-08,07:45:56,07:49:01,N,Y,One Way,Houston BCycle
28537561,Houston BCycle,2099771,RFID Card Member,Houston ,TX,77027,UNITED STATES,Annual Membership,588 FW,Standard,Levy Park,Saint Arnold Brewing Company,61,0,0,N,9.1,8.7,365,2022-11-27,2022-11-27,11:06:20,12:07:10,Y,Y,One Way,Houston BCycle
28538666,Houston BCycle,2099867,RFID Card Member,houston,TX,77027,UNITED STATES,Annual Membership,692,Standard,19th & Rutland,Heights Central Station,53,0,0,N,8.0,7.6,318,2022-11-27,2022-11-27,13:59:06,14:52:40,Y,Y,One Way,Houston BCycle
28549838,Houston BCycle,2212075,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Membership,01437,Standard,Rice Village Apartments,Customer Serive Virtual Dock,8,0,0,N,.0,.0,0,2022-11-29,2022-11-29,09:01:06,09:09:06,N,Y,One Way,Houston BCycle
28426953,Houston BCycle,2235831,RFID Card Member,Houston,TX,77053,UNITED STATES,Single Trip ,12762,Standard,UH TDECU Cullen & Cougar Place,UH Blaffer Art Museum/GDH School of Architecture,14,0,0,N,2.1,2.0,84,2022-11-07,2022-11-07,15:05:45,15:19:07,N,Y,One Way,Houston BCycle
28446183,Houston BCycle,2258965,RFID Card Member,,,77006,UNITED STATES,Annual Membership,21570,Standard,Menil Collection/Alabama & Mulberry,Elgin & Smith,10,0,0,N,1.5,1.4,59,2022-11-09,2022-11-09,16:21:42,16:31:48,N,Y,One Way,Houston BCycle
28402413,Houston BCycle,2293803,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Membership,01973,Standard,2222 Smith,2222 Smith,5,0,0,N,.8,.7,30,2022-11-04,2022-11-04,15:24:28,15:29:45,N,Y,Round Trip,Houston BCycle
28449555,Houston BCycle,2311379,RFID Card Member,Houston,TX,77081,UNITED STATES,Monthly Membership,02219,Standard,Lamar & Bagby,Downtown Transit Center METRORail,12,0,0,N,1.8,1.7,72,2022-11-09,2022-11-09,20:29:46,20:41:50,N,Y,One Way,Houston BCycle
28510525,Houston BCycle,2356943,RFID Card Member,Richmond,TX,77407,UNITED STATES,Monthly Membership,196,Standard,Gateway on Cullen,UH Blaffer Art Museum/GDH School of Architecture,31,0,0,N,4.6,4.4,185,2022-11-20,2022-11-20,11:56:43,12:27:16,Y,Y,One Way,Houston BCycle
28524428,Houston BCycle,2356943,RFID Card Member,Richmond,TX,77407,UNITED STATES,Monthly Membership,12762,Standard,Gateway on Cullen,Gateway on Cullen,30,0,0,N,4.5,4.3,180,2022-11-23,2022-11-23,17:08:11,17:38:50,N,Y,Round Trip,Houston BCycle
28411261,Houston BCycle,2356943,RFID Card Member,Richmond,TX,77407,UNITED STATES,Monthly Membership,717,Standard,UH Blaffer Art Museum/GDH School of Architecture,Gateway on Cullen,21,0,0,N,3.2,3.0,126,2022-11-05,2022-11-05,19:06:07,19:27:46,N,Y,One Way,Houston BCycle
28451613,Houston BCycle,2356943,RFID Card Member,Richmond,TX,77407,UNITED STATES,Monthly Membership,01746,Standard,Gateway on Cullen,Gateway on Cullen,13,0,0,N,1.9,1.9,77,2022-11-10,2022-11-10,09:41:55,09:54:16,N,Y,Round Trip,Houston BCycle
28546595,Houston BCycle,2357312,RFID Card Member,Houston ,TX,77006,UNITED STATES,Annual Membership,568 SA,Standard,Freed Library,Sabine Bridge,20,0,0,N,3.0,2.9,120,2022-11-28,2022-11-28,16:12:19,16:32:20,N,Y,One Way,Houston BCycle
28382751,Houston BCycle,2365080,RFID Card Member,Houston,TX,36083,UNITED STATES,Monthly Membership,254,Standard,Sabine Bridge,Sabine Bridge,26,0,0,N,3.9,3.7,156,2022-11-02,2022-11-02,14:04:22,14:30:15,N,Y,Round Trip,Houston BCycle
28434341,Houston BCycle,2365080,RFID Card Member,Houston,TX,36083,UNITED STATES,Monthly Membership,155 PCC,Standard,Sabine Bridge,Eleanor Tinsley Park,23,0,0,N,3.5,3.3,138,2022-11-08,2022-11-08,13:13:15,13:36:18,N,Y,One Way,Houston BCycle
28438248,Houston BCycle,2366771,RFID Card Member,Houston,TX,77087,UNITED STATES,Annual Membership,02144 D,Standard,TMC Transit Center METRORail,UTHSC Housing & Rec Center,8,0,0,N,1.2,1.1,48,2022-11-08,2022-11-08,18:48:02,18:56:30,N,Y,One Way,Houston BCycle
28430992,Houston BCycle,2384809,RFID Card Member,Houston,TX,77006,UNITED STATES,Annual Membership,01840,Standard,Westheimer & Waugh,Westheimer & Waugh,37,0,0,N,5.5,5.3,221,2022-11-08,2022-11-08,06:12:28,06:49:25,Y,Y,Round Trip,Houston BCycle
28539845,Houston BCycle,2386527,RFID Card Member,Houston,TX,77030,UNITED STATES,Annual Membership,02236,Standard,Hermann Park/Rice U METROrail,Hermann Park/Rice U METROrail,0,0,0,N,.0,.0,0,2022-11-27,2022-11-27,16:22:12,16:22:46,N,Y,Round Trip,Houston BCycle
28546798,Houston BCycle,2391180,RFID Card Member,Houston ,TX,77006,UNITED STATES,Annual Membership,052 R2,Standard,Taft & Fairview,Elgin & Smith,8,0,0,N,1.2,1.1,48,2022-11-28,2022-11-28,16:29:09,16:37:24,N,Y,One Way,Houston BCycle
28547196,Houston BCycle,2391180,RFID Card Member,Houston ,TX,77006,UNITED STATES,Annual Membership,052 R2,Standard,Elgin & Smith,Taft & Fairview,10,0,0,N,1.5,1.4,59,2022-11-28,2022-11-28,17:09:53,17:19:10,N,Y,One Way,Houston BCycle
28547193,Houston BCycle,2397837,RFID Card Member,Houston,TX,77019,UNITED STATES,Annual Membership,01946,Standard,Rice University South Servery,Rice University West Lot,22,0,0,N,3.3,3.1,131,2022-11-28,2022-11-28,17:09:25,17:31:55,N,Y,One Way,Houston BCycle
28533894,Houston BCycle,2398844,RFID Card Member,houston,TX,77007,UNITED STATES,Monthly Membership,01444,Standard,Root Square,Lamar & Crawford,8,0,0,N,1.2,1.1,48,2022-11-26,2022-11-26,14:29:19,14:37:23,N,Y,One Way,Houston BCycle
28545012,Houston BCycle,2401529,RFID Card Member,Houston ,TX,77098,UNITED STATES,Annual Membership,02356,Standard,BioScience Research Collaborative,Customer Serive Virtual Dock,30,0,0,N,4.5,4.3,180,2022-11-28,2022-11-28,13:46:35,14:16:35,N,Y,One Way,Houston BCycle
28536330,Houston BCycle,2415640,RFID Card Member,Houston,TX,77007,UNITED STATES,Single Trip ,503 SA,Standard,Regent Square,Regent Square,64,0,3.24,N,9.6,9.1,383,2022-11-26,2022-11-26,21:08:10,22:12:40,Y,Y,Round Trip,Houston BCycle
28371533,Houston BCycle,2423836,RFID Card Member,houston,TX,77002,UNITED STATES,Annual Membership,01770,Standard,Main & Dallas,Freed Library,44,0,0,N,6.6,6.3,264,2022-11-01,2022-11-01,12:00:47,12:44:51,Y,Y,One Way,Houston BCycle
28535334,Houston BCycle,2453702,RFID Card Member,,,77017,UNITED STATES,Monthly Membership,044,Standard,Hermann Park Lake Plaza,Centennial Gardens,50,0,0,N,7.5,7.1,300,2022-11-26,2022-11-26,17:24:50,18:14:56,Y,Y,One Way,Houston BCycle
28456897,Houston BCycle,2468189,RFID Card Member,Houston ,TX,77008,UNITED STATES,Single Trip ,569,Standard,Smith & Capitol,Heights Central Station,31,0,0,N,4.6,4.4,185,2022-11-10,2022-11-10,16:48:28,17:19:23,Y,Y,One Way,Houston BCycle
28532815,Houston BCycle,2476260,RFID Card Member,Houston,TX,77054,UNITED STATES,Annual Membership,019,Standard,Hermann Park Bill Coats Bridge @ Almeda,Hermann Park Bill Coats Bridge @ Almeda,45,0,0,N,6.8,6.4,270,2022-11-26,2022-11-26,12:17:27,13:02:55,Y,Y,Round Trip,Houston BCycle
28548049,Houston BCycle,2488958,RFID Card Member,Houston,TX,77010,UNITED STATES,Annual Membership,02093,Standard,Lamar & Milam,La Branch & Lamar,3,0,0,N,.5,.4,18,2022-11-28,2022-11-28,18:47:51,18:50:48,N,Y,One Way,Houston BCycle
28375629,Houston BCycle,2503624,RFID Card Member,Houston,TX,77004,UNITED STATES,Monthly Membership,14256,Standard,Hermann Park Lake Plaza,Hermann Park Lake Plaza,1,0,0,N,.1,.1,5,2022-11-01,2022-11-01,17:17:33,17:18:07,N,Y,Round Trip,Houston BCycle
28470608,Houston BCycle,2540036,RFID Card Member,,,77041,UNITED STATES,Single Trip ,01462,Standard,Centennial Gardens,Centennial Gardens,36,0,0,N,3.1,3.0,124,2022-11-12,2022-11-12,16:02:57,16:38:14,Y,Y,Round Trip,Houston BCycle
28470612,Houston BCycle,2540036,RFID Card Member,,,77041,UNITED STATES,Single Trip ,Blue Tile,Standard,Centennial Gardens,Centennial Gardens,35,0,0,N,5.3,5.0,210,2022-11-12,2022-11-12,16:03:27,16:38:00,Y,Y,Round Trip,Houston BCycle
28423830,Houston BCycle,2542464,RFID Card Member,,,77498,UNITED STATES,Single Trip ,059,Standard,Jury Assembly,Elgin & Smith,30,0,0,N,4.5,4.3,180,2022-11-07,2022-11-07,11:01:26,11:31:40,N,Y,One Way,Houston BCycle
28413199,Houston BCycle,2584044,RFID Card Member,Houston,TX,77006,UNITED STATES,Annual Membership,01919,Standard,Freed Library,Westheimer & Waugh,6,0,0,N,.9,.9,36,2022-11-06,2022-11-06,01:02:09,01:08:18,N,Y,One Way,Houston BCycle
28432678,Houston BCycle,2584044,RFID Card Member,Houston,TX,77006,UNITED STATES,Annual Membership,384,Standard,Levy Park,Customer Serive Virtual Dock,15,0,0,N,2.3,2.1,90,2022-11-08,2022-11-08,10:49:59,11:04:59,N,Y,One Way,Houston BCycle
28388493,Houston BCycle,2616994,RFID Card Member,,,77007,UNITED STATES,Monthly Membership,052 R2,Standard,West Gray & Baldwin,Jackson Hill & Memorial Dr.,20,0,0,N,3.0,2.9,120,2022-11-02,2022-11-02,23:20:34,23:40:13,N,Y,One Way,Houston BCycle
28402585,Houston BCycle,2616994,RFID Card Member,,,77007,UNITED STATES,Monthly Membership,21399,Standard,Jackson Hill & Memorial Dr.,West Gray & Baldwin,15,0,0,N,2.3,2.1,90,2022-11-04,2022-11-04,15:45:04,16:00:03,N,Y,One Way,Houston BCycle
28418314,Houston BCycle,2616994,RFID Card Member,,,77007,UNITED STATES,Monthly Membership,576 R2,Standard,Jackson Hill & Memorial Dr.,West Gray & Baldwin,23,0,0,N,3.5,3.3,138,2022-11-06,2022-11-06,15:42:37,16:05:58,N,Y,One Way,Houston BCycle
28554620,Houston BCycle,2616994,RFID Card Member,,,77007,UNITED STATES,Monthly Membership,Unicorn X1,Standard,West Gray & Baldwin,Jackson Hill & Memorial Dr.,874,0,0,N,18.0,17.1,720,2022-11-29,2022-11-30,23:35:52,14:09:18,Y,Y,One Way,Houston BCycle
28505052,Houston BCycle,2616994,RFID Card Member,,,77007,UNITED STATES,Monthly Membership,20915,Standard,Jackson Hill & Memorial Dr.,West Gray & Baldwin,14,0,0,N,2.1,2.0,84,2022-11-18,2022-11-18,15:40:49,15:54:53,N,Y,One Way,Houston BCycle
28480057,Houston BCycle,2617395,RFID Card Member,Houston,TX,77024,UNITED STATES,Annual Membership,627,Standard,Downtown Transit Center METRORail,The Ion,205,0,16.2,N,18.0,17.1,720,2022-11-14,2022-11-14,08:43:24,12:08:32,Y,Y,One Way,Houston BCycle
28522330,Houston BCycle,2628464,RFID Card Member,Houston,TX,77054,UNITED STATES,Annual Membership,450,Standard,Rice University Gibbs Recreation & Wellness Center,Rice University Greenbriar Lot,3,0,0,N,.5,.4,18,2022-11-23,2022-11-23,11:46:12,11:49:51,N,Y,One Way,Houston BCycle
28555059,Houston BCycle,2628464,RFID Card Member,Houston,TX,77054,UNITED STATES,Annual Membership,14169,Standard,Rice University Greenbriar Lot,Rice University Gibbs Recreation & Wellness Center,5,0,0,N,.8,.7,30,2022-11-30,2022-11-30,08:34:17,08:39:19,N,Y,One Way,Houston BCycle
28555703,Houston BCycle,2628464,RFID Card Member,Houston,TX,77054,UNITED STATES,Annual Membership,092,Standard,BioScience Research Collaborative,Rice University Gibbs Recreation & Wellness Center,5,0,0,N,.8,.7,30,2022-11-30,2022-11-30,10:46:55,10:51:15,N,Y,One Way,Houston BCycle
28491321,Houston BCycle,2628464,RFID Card Member,Houston,TX,77054,UNITED STATES,Annual Membership,495,Standard,Rice University Greenbriar Lot,Rice University Gibbs Recreation & Wellness Center,5,0,0,N,.8,.7,30,2022-11-16,2022-11-16,08:30:02,08:35:14,N,Y,One Way,Houston BCycle
28480146,Houston BCycle,2628464,RFID Card Member,Houston,TX,77054,UNITED STATES,Annual Membership,406 R2,Standard,Rice University Greenbriar Lot,Rice University Gibbs Recreation & Wellness Center,6,0,0,N,.9,.9,36,2022-11-14,2022-11-14,08:57:52,09:03:27,N,Y,One Way,Houston BCycle
28468341,Houston BCycle,2651032,RFID Card Member,San Francisco ,CA,91110,UNITED STATES,Monthly Membership,01840,Standard,Memorial Park Running Center,Eleanor Tinsley Park,48,0,0,N,7.2,6.8,288,2022-11-12,2022-11-12,12:18:31,13:06:56,Y,Y,One Way,Houston BCycle
28413130,Houston BCycle,2652062,RFID Card Member,houston,TX,77033,UNITED STATES,Monthly Membership,250 R2,Standard,Main & Dallas,Main & Dallas,1,0,0,N,.1,.1,5,2022-11-06,2022-11-06,01:34:29,01:35:23,N,Y,Round Trip,Houston BCycle
28383481,Houston BCycle,2657938,RFID Card Member,houston,TX,77034,UNITED STATES,Monthly Membership,284,Standard,Clay & Smith,Market Square,23,0,0,N,3.5,3.3,138,2022-11-02,2022-11-02,14:56:06,15:19:10,N,Y,One Way,Houston BCycle
28523120,Houston BCycle,2666615,RFID Card Member,,,60074,UNITED STATES,Monthly Membership,11234,Standard,TSU University Towers,TSU Rec & Wellness Center,5,0,0,N,.8,.7,30,2022-11-23,2022-11-23,13:45:54,13:50:43,N,Y,One Way,Houston BCycle
28543515,Houston BCycle,2666615,RFID Card Member,,,60074,UNITED STATES,Monthly Membership,782,Standard,TSU University Towers,TSU Rec & Wellness Center,5,0,0,N,.8,.7,30,2022-11-28,2022-11-28,11:08:53,11:13:55,N,Y,One Way,Houston BCycle
28556441,Houston BCycle,2666615,RFID Card Member,,,60074,UNITED STATES,Monthly Membership,12729,Standard,TSU University Towers,TSU Rec & Wellness Center,4,0,0,N,.6,.6,23,2022-11-30,2022-11-30,12:38:37,12:42:17,N,Y,One Way,Houston BCycle
28486741,Houston BCycle,2666615,RFID Card Member,,,60074,UNITED STATES,Monthly Membership,547,Standard,TSU University Courtyard Apartments,TSU University Towers,4,0,0,N,.6,.6,23,2022-11-15,2022-11-15,10:03:31,10:07:09,N,Y,One Way,Houston BCycle
28461308,Houston BCycle,2666615,RFID Card Member,,,60074,UNITED STATES,Monthly Membership,22194,Standard,TSU University Courtyard Apartments,TSU University Courtyard Apartments,4,0,0,N,.0,.0,1,2022-11-11,2022-11-11,11:00:00,11:04:19,N,Y,Round Trip,Houston BCycle
28450405,Houston BCycle,2666615,RFID Card Member,,,60074,UNITED STATES,Monthly Membership,21110,Standard,TSU University Towers,TSU University Courtyard Apartments,4,0,0,N,.6,.6,23,2022-11-10,2022-11-10,00:23:32,00:27:03,N,Y,One Way,Houston BCycle
