TripId,UserProgramName,UserId,UserRole,UserCity,UserState,UserZip,UserCountry,MembershipType,Bike,BikeType,CheckoutKioskName,ReturnKioskName,DurationMins,AdjustedDurationMins,UsageFee,AdjustmentFlag,Distance,EstimatedCarbonOffset,EstimatedCaloriesBurned,CheckoutDateLocal,ReturnDateLocal,CheckoutTimeLocal,ReturnTimeLocal,TripOver30Mins,LocalProgramFlag,TripRouteCategory,TripProgramName
13340908,Houston Bcycle,207719,RFID Card Member,Houston,TX,77006,UNITED STATES,Annual Member,133,Standard,Elgin & Smith,Elgin & Smith,24,0,0,N,3.6,3.4,144,2017-01-03,2017-01-03,22:29:37,22:53:42,N,Y,Round Trip,Houston Bcycle
13572274,Houston Bcycle,208027,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,838,Standard,Jackson Hill & Memorial Dr.,Market Square,42,0,0,N,6.3,6.0,252,2017-01-29,2017-01-29,09:44:06,10:26:50,Y,Y,One Way,Houston Bcycle
13575629,Houston Bcycle,208125,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,188,Standard,McKinney & Caroline,UHD/Main & Franklin,32,0,0,N,4.8,4.6,192,2017-01-29,2017-01-29,16:26:53,16:58:57,Y,Y,One Way,Houston Bcycle
13320235,Houston Bcycle,208125,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,552,Standard,UHD/Main & Franklin,UHD/Main & Franklin,90,0,2,N,13.5,12.8,540,2017-01-01,2017-01-01,13:35:17,15:05:05,Y,Y,Round Trip,Houston Bcycle
13499800,Houston Bcycle,208125,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,070,Standard,UHD/Main & Franklin,City Hall,138,0,6,N,18.0,17.1,720,2017-01-21,2017-01-21,09:17:31,11:35:48,Y,Y,One Way,Houston Bcycle
13598409,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,090,Standard,Market Square,West Gray & Baldwin,10,0,0,N,1.5,1.4,60,2017-01-31,2017-01-31,18:54:38,19:04:49,N,Y,One Way,Houston Bcycle
13590592,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,295,Standard,West Gray & Baldwin,Ensemble/HCC Station,13,0,0,N,2.0,1.9,78,2017-01-31,2017-01-31,08:45:58,08:58:39,N,Y,One Way,Houston Bcycle
13590800,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,140 R2,Standard,Main & Walker,Market Square,16,0,0,N,2.4,2.3,96,2017-01-31,2017-01-31,09:09:02,09:25:56,N,Y,One Way,Houston Bcycle
13577347,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,157 R2,Standard,Smith & Capitol,Milam & Webster,14,0,0,N,2.1,2.0,84,2017-01-29,2017-01-29,21:56:20,22:10:05,N,Y,One Way,Houston Bcycle
13581126,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,243,Standard,Leonel Castillo Comm Ctr / South St. & Henry,UHD/Main & Franklin,16,0,0,N,2.4,2.3,96,2017-01-30,2017-01-30,11:46:20,12:02:54,N,Y,One Way,Houston Bcycle
13576895,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,090,Standard,Main & Dallas,La Branch & Lamar,3,0,0,N,.5,.4,18,2017-01-29,2017-01-29,19:02:04,19:05:13,N,Y,One Way,Houston Bcycle
13587205,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,01730,Standard,Lamar & Crawford,Crawford Island,10,0,0,N,1.5,1.4,60,2017-01-30,2017-01-30,19:10:39,19:20:50,N,Y,One Way,Houston Bcycle
13544164,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,089,Standard,Market Square,West Gray & Baldwin,15,0,0,N,2.3,2.1,90,2017-01-25,2017-01-25,19:08:58,19:23:40,N,Y,One Way,Houston Bcycle
13557804,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,522,Standard,West Gray & Baldwin,Market Square,10,0,0,N,1.5,1.4,60,2017-01-27,2017-01-27,09:40:25,09:50:25,N,Y,One Way,Houston Bcycle
13404639,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,643,Standard,Market Square,West Gray & Baldwin,10,0,0,N,1.5,1.4,60,2017-01-11,2017-01-11,11:06:52,11:16:09,N,Y,One Way,Houston Bcycle
13414746,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,872,Standard,West Gray & Baldwin,Market Square,12,0,0,N,1.8,1.7,72,2017-01-12,2017-01-12,08:51:36,09:03:39,N,Y,One Way,Houston Bcycle
13411397,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,244,Standard,Ensemble/HCC Station,West Gray & Baldwin,8,0,0,N,1.2,1.1,48,2017-01-11,2017-01-11,20:08:44,20:16:21,N,Y,One Way,Houston Bcycle
13363590,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,845,Standard,West Gray & Baldwin,METRO Transit Center ,5,0,0,N,.8,.7,30,2017-01-06,2017-01-06,08:09:52,08:14:25,N,Y,One Way,Houston Bcycle
13351311,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,347,Standard,Market Square,West Gray & Baldwin,8,0,0,N,1.2,1.1,48,2017-01-04,2017-01-04,21:48:23,21:56:26,N,Y,One Way,Houston Bcycle
13340726,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,931,Standard,Milam & Webster,Menil Collection / Alabama & Mandell,13,0,0,N,2.0,1.9,78,2017-01-03,2017-01-03,20:54:48,21:07:34,N,Y,One Way,Houston Bcycle
13343502,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,100,Standard,West Gray & Baldwin,Market Square,11,0,0,N,1.7,1.6,66,2017-01-04,2017-01-04,08:37:35,08:48:38,N,Y,One Way,Houston Bcycle
13516667,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,805,Standard,Market Square,Crawford Island,56,0,0,N,8.4,8.0,336,2017-01-23,2017-01-23,10:23:47,11:19:05,Y,Y,One Way,Houston Bcycle
13516221,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,089,Standard,West Gray & Baldwin,Market Square,9,0,0,N,1.4,1.3,54,2017-01-23,2017-01-23,09:32:55,09:41:21,N,Y,One Way,Houston Bcycle
13517172,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,192,Standard,Crawford Island,Market Square,7,0,0,N,1.1,1.0,42,2017-01-23,2017-01-23,11:25:44,11:32:47,N,Y,One Way,Houston Bcycle
13485624,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,205,Standard,UHD/Main & Franklin,McKinney & Caroline,6,0,0,N,.9,.9,36,2017-01-19,2017-01-19,16:47:56,16:53:25,N,Y,One Way,Houston Bcycle
13486963,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,429,Standard,Lamar & Milam,West Gray & Baldwin,7,0,0,N,1.1,1.0,42,2017-01-19,2017-01-19,18:39:17,18:46:48,N,Y,One Way,Houston Bcycle
13465769,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,080,Standard,Brazos & McGowen,West Gray & Baldwin,3,0,0,N,.5,.4,18,2017-01-17,2017-01-17,20:02:21,20:05:32,N,Y,One Way,Houston Bcycle
13432104,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,109,Standard,Market Square,West Gray & Baldwin,6,0,0,N,.9,.9,36,2017-01-13,2017-01-13,17:43:05,17:49:56,N,Y,One Way,Houston Bcycle
13432701,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,696,Standard,West Gray & Baldwin,MFAH/ Fannin & Binz,101,0,0,N,15.2,14.4,606,2017-01-13,2017-01-13,18:44:34,20:25:18,Y,Y,One Way,Houston Bcycle
13435906,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,193,Standard,Rusk & St. Emanuel ,Market Square,9,0,0,N,1.4,1.3,54,2017-01-14,2017-01-14,11:55:53,12:04:10,N,Y,One Way,Houston Bcycle
13440346,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,268,Standard,West Gray & Baldwin,Spotts Park,15,0,0,N,2.3,2.1,90,2017-01-15,2017-01-15,06:41:34,06:56:28,N,Y,One Way,Houston Bcycle
13440404,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,189,Standard,Spotts Park,Spotts Park,41,0,0,N,6.2,5.8,246,2017-01-15,2017-01-15,06:56:43,07:37:14,Y,Y,Round Trip,Houston Bcycle
13455095,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,989,Standard,Milam & Webster,West Gray & Baldwin,2,0,0,N,.3,.3,12,2017-01-16,2017-01-16,18:38:02,18:40:43,N,Y,One Way,Houston Bcycle
13441592,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,860 R2,Standard,Jackson Hill & Memorial Dr.,Jackson Hill & Memorial Dr.,1,0,0,N,.2,.1,6,2017-01-15,2017-01-15,10:48:44,10:49:33,N,Y,Round Trip,Houston Bcycle
13441598,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,830,Standard,Jackson Hill & Memorial Dr.,METRO Transit Center ,33,0,0,N,2.2,2.1,87,2017-01-15,2017-01-15,10:49:39,11:22:30,Y,Y,One Way,Houston Bcycle
13447534,Houston Bcycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,274,Standard,West Gray & Baldwin,Market Square,17,0,0,N,2.6,2.4,102,2017-01-16,2017-01-16,08:28:14,08:45:18,N,Y,One Way,Houston Bcycle
13339004,Houston Bcycle,208349,RFID Card Member,Magnolia,TX,77354,UNITED STATES,Annual Member,204,Standard,La Branch & Lamar,Lamar & Milam,5,0,0,N,.8,.7,30,2017-01-03,2017-01-03,17:06:49,17:11:23,N,Y,One Way,Houston Bcycle
13331914,Houston Bcycle,208349,RFID Card Member,Magnolia,TX,77354,UNITED STATES,Annual Member,967,Standard,Market Square,La Branch & Lamar,6,0,0,N,.9,.9,36,2017-01-03,2017-01-03,06:49:43,06:55:36,N,Y,One Way,Houston Bcycle
13359846,Houston Bcycle,208349,RFID Card Member,Magnolia,TX,77354,UNITED STATES,Annual Member,410,Standard,La Branch & Lamar,Lamar & Milam,3,0,0,N,.5,.4,18,2017-01-05,2017-01-05,17:15:42,17:18:54,N,Y,One Way,Houston Bcycle
13379946,Houston Bcycle,208349,RFID Card Member,Magnolia,TX,77354,UNITED STATES,Annual Member,839,Standard,Market Square,La Branch & Lamar,6,0,0,N,.9,.9,36,2017-01-09,2017-01-09,06:47:06,06:53:01,N,Y,One Way,Houston Bcycle
13413757,Houston Bcycle,208349,RFID Card Member,Magnolia,TX,77354,UNITED STATES,Annual Member,798,Standard,Market Square,La Branch & Lamar,6,0,0,N,.9,.9,36,2017-01-12,2017-01-12,06:51:36,06:57:43,N,Y,One Way,Houston Bcycle
13391127,Houston Bcycle,208349,RFID Card Member,Magnolia,TX,77354,UNITED STATES,Annual Member,904,Standard,Market Square,La Branch & Lamar,7,0,0,N,1.1,1.0,42,2017-01-10,2017-01-10,06:49:54,06:56:35,N,Y,One Way,Houston Bcycle
13399362,Houston Bcycle,208675,RFID Card Member,Katy,TX,77494,UNITED STATES,Annual Member,923,Standard,La Branch & Lamar,Lamar & Milam,3,0,0,N,.5,.4,18,2017-01-10,2017-01-10,18:11:15,18:14:22,N,Y,One Way,Houston Bcycle
13410451,Houston Bcycle,208675,RFID Card Member,Katy,TX,77494,UNITED STATES,Annual Member,128,Standard,La Branch & Lamar,METRO Transit Center ,6,0,0,N,.9,.9,36,2017-01-11,2017-01-11,18:06:48,18:12:03,N,Y,One Way,Houston Bcycle
13339843,Houston Bcycle,208675,RFID Card Member,Katy,TX,77494,UNITED STATES,Annual Member,580,Standard,La Branch & Lamar,METRO Transit Center ,4,0,0,N,.6,.6,24,2017-01-03,2017-01-03,18:08:18,18:12:38,N,Y,One Way,Houston Bcycle
13481371,Houston Bcycle,212288,RFID Card Member,Houston,TX,77079,UNITED STATES,Annual Member,830,Standard,Tellepsen YMCA,La Branch & Lamar,7,0,0,N,1.1,1.0,42,2017-01-19,2017-01-19,12:28:53,12:35:37,N,Y,One Way,Houston Bcycle
13521712,Houston Bcycle,212288,RFID Card Member,Houston,TX,77079,UNITED STATES,Annual Member,989,Standard,La Branch & Lamar,Lamar & Milam,5,0,0,N,.8,.7,30,2017-01-23,2017-01-23,16:50:39,16:55:25,N,Y,One Way,Houston Bcycle
13526355,Houston Bcycle,212288,RFID Card Member,Houston,TX,77079,UNITED STATES,Annual Member,964,Standard,Smith & Capitol,La Branch & Lamar,7,0,0,N,1.1,1.0,42,2017-01-24,2017-01-24,08:01:16,08:08:08,N,Y,One Way,Houston Bcycle
13333732,Houston Bcycle,212288,RFID Card Member,Houston,TX,77079,UNITED STATES,Annual Member,105,Standard,La Branch & Lamar,Tellepsen YMCA,5,0,0,N,.8,.7,30,2017-01-03,2017-01-03,11:01:20,11:06:45,N,Y,One Way,Houston Bcycle
13415864,Houston Bcycle,212288,RFID Card Member,Houston,TX,77079,UNITED STATES,Annual Member,798,Standard,La Branch & Lamar,Tellepsen YMCA,6,0,0,N,.9,.9,36,2017-01-12,2017-01-12,10:59:38,11:05:05,N,Y,One Way,Houston Bcycle
13380384,Houston Bcycle,212288,RFID Card Member,Houston,TX,77079,UNITED STATES,Annual Member,830,Standard,Smith & Capitol,La Branch & Lamar,6,0,0,N,.9,.9,36,2017-01-09,2017-01-09,08:00:05,08:06:36,N,Y,One Way,Houston Bcycle
13386870,Houston Bcycle,212288,RFID Card Member,Houston,TX,77079,UNITED STATES,Annual Member,305,Standard,La Branch & Lamar,Lamar & Milam,6,0,0,N,.9,.9,36,2017-01-09,2017-01-09,16:58:42,17:04:06,N,Y,One Way,Houston Bcycle
13353703,Houston Bcycle,212288,RFID Card Member,Houston,TX,77079,UNITED STATES,Annual Member,410,Standard,Smith & Capitol,La Branch & Lamar,7,0,0,N,.9,.9,37,2017-01-05,2017-01-05,07:57:10,08:04:04,N,Y,One Way,Houston Bcycle
13355584,Houston Bcycle,212288,RFID Card Member,Houston,TX,77079,UNITED STATES,Annual Member,410,Standard,Tellepsen YMCA,La Branch & Lamar,7,0,0,N,1.6,1.5,63,2017-01-05,2017-01-05,12:18:58,12:25:12,N,Y,One Way,Houston Bcycle
13581053,Houston Bcycle,212491,RFID Card Member,Houston,TX,77025,UNITED STATES,Annual Member,305,Standard,Spotts Park,Clay & Smith,40,0,0,N,6.0,5.7,240,2017-01-30,2017-01-30,11:35:05,12:15:57,Y,Y,One Way,Houston Bcycle
13527938,Houston Bcycle,212491,RFID Card Member,Houston,TX,77025,UNITED STATES,Annual Member,925,Standard,Clay & Smith,Clay & Smith,55,0,0,N,8.3,7.8,330,2017-01-24,2017-01-24,11:18:46,12:13:38,Y,Y,Round Trip,Houston Bcycle
13422874,Houston Bcycle,214886,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,885,Standard,City Hall,Sabine Bridge ,4,0,0,N,.6,.6,24,2017-01-12,2017-01-12,22:06:21,22:10:43,N,Y,One Way,Houston Bcycle
13501689,Houston Bcycle,214886,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,455,Standard,Smith & Capitol,Market Square,5,0,0,N,.8,.7,30,2017-01-21,2017-01-21,12:21:54,12:26:55,N,Y,One Way,Houston Bcycle
13399906,Houston Bcycle,214886,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,119,Standard,City Hall,Sabine Bridge ,4,0,0,N,.6,.6,24,2017-01-10,2017-01-10,19:14:06,19:18:42,N,Y,One Way,Houston Bcycle
13414819,Houston Bcycle,214886,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,500,Standard,Sabine Bridge ,City Hall,4,0,0,N,.6,.6,24,2017-01-12,2017-01-12,09:02:01,09:06:30,N,Y,One Way,Houston Bcycle
13360802,Houston Bcycle,214886,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,971,Standard,City Hall,Sabine Bridge ,6,0,0,N,.9,.9,36,2017-01-05,2017-01-05,19:10:53,19:16:40,N,Y,One Way,Houston Bcycle
13368966,Houston Bcycle,214886,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,545,Standard,City Hall,Sabine Bridge ,4,0,0,N,.6,.6,24,2017-01-06,2017-01-06,17:04:45,17:08:35,N,Y,One Way,Houston Bcycle
13332524,Houston Bcycle,214886,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,080,Standard,Sabine Bridge ,City Hall,5,0,0,N,.8,.7,30,2017-01-03,2017-01-03,08:43:05,08:48:15,N,Y,One Way,Houston Bcycle
13543386,Houston Bcycle,214886,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,054,Standard,City Hall,Sabine Bridge ,4,0,0,N,.6,.6,24,2017-01-25,2017-01-25,17:40:42,17:44:12,N,Y,One Way,Houston Bcycle
13557507,Houston Bcycle,214886,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,266,Standard,Sabine Bridge ,City Hall,4,0,0,N,.6,.6,24,2017-01-27,2017-01-27,08:58:01,09:02:39,N,Y,One Way,Houston Bcycle
13339233,Houston Bcycle,215645,RFID Card Member,Houston,TX,77223,UNITED STATES,Annual Member,159,Standard,Lamar & Milam,Tellepsen YMCA,5,0,0,N,.4,.4,16,2017-01-03,2017-01-03,17:22:40,17:27:26,N,Y,One Way,Houston Bcycle
13421062,Houston Bcycle,215645,RFID Card Member,Houston,TX,77223,UNITED STATES,Annual Member,805,Standard,Lamar & Milam,Tellepsen YMCA,4,0,0,N,.6,.6,24,2017-01-12,2017-01-12,17:10:42,17:14:51,N,Y,One Way,Houston Bcycle
13489724,Houston Bcycle,215645,RFID Card Member,Houston,TX,77223,UNITED STATES,Annual Member,025 G,Standard,Tellepsen YMCA,Houston B-cycle Warehouse,79,45,0,Y,11.9,11.3,474,2017-01-20,2017-01-20,06:46:59,08:05:07,Y,Y,One Way,Houston Bcycle
13410348,Houston Bcycle,215938,RFID Card Member,Houston,TX,77025,UNITED STATES,Annual Member,157,Standard,Main & Dallas,Elgin & Smith,27,0,0,N,4.1,3.8,162,2017-01-11,2017-01-11,17:58:24,18:25:12,N,Y,One Way,Houston Bcycle
13429678,Houston Bcycle,216000,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,872,Standard,Lamar & Milam,Hermann Park Lake Plaza,54,0,0,N,8.1,7.7,324,2017-01-13,2017-01-13,15:11:53,16:05:12,Y,Y,One Way,Houston Bcycle
13491739,Houston Bcycle,220781,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,500 G,Standard,Clay & Smith,Clay & Smith,47,0,0,N,7.1,6.7,282,2017-01-20,2017-01-20,11:12:34,11:59:21,Y,Y,Round Trip,Houston Bcycle
13517178,Houston Bcycle,220781,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,085,Standard,Sabine Bridge ,Clay & Smith,46,0,0,N,6.9,6.6,276,2017-01-23,2017-01-23,11:26:44,12:12:18,Y,Y,One Way,Houston Bcycle
13517169,Houston Bcycle,220781,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,958,Standard,Sabine Bridge ,Sabine Bridge ,0,0,0,N,.0,.0,0,2017-01-23,2017-01-23,11:25:25,11:25:42,N,Y,Round Trip,Houston Bcycle
13353626,Houston Bcycle,220830,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,828,Standard,Tellepsen YMCA,Main & Walker,36,0,0,N,5.4,5.1,216,2017-01-05,2017-01-05,07:45:29,08:21:34,Y,Y,One Way,Houston Bcycle
13484746,Houston Bcycle,220830,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,093,Standard,Main & Walker,Tellepsen YMCA,7,0,0,N,1.1,1.0,42,2017-01-19,2017-01-19,16:07:13,16:14:14,N,Y,One Way,Houston Bcycle
13323493,Houston Bcycle,224435,RFID Card Member,Houston,TX,77006,UNITED STATES,Annual Member,532,Standard,1919 Runnels,Sabine Bridge ,52,0,0,N,7.8,7.4,312,2017-01-01,2017-01-01,17:50:17,18:42:58,Y,Y,One Way,Houston Bcycle
13586927,Houston Bcycle,229482,RFID Card Member,Houston ,TX,77007,UNITED STATES,Annual Member,186,Standard,Tellepsen YMCA,Lamar & Crawford,12,0,0,N,1.8,1.7,72,2017-01-30,2017-01-30,18:35:22,18:47:57,N,Y,One Way,Houston Bcycle
13592457,Houston Bcycle,239063,RFID Card Member,Spring,TX,77386,UNITED STATES,Annual Member,887,Standard,Lamar & Milam,Sabine Bridge ,54,0,0,N,8.1,7.7,324,2017-01-31,2017-01-31,12:16:56,13:10:39,Y,Y,One Way,Houston Bcycle
13592958,Houston Bcycle,239063,RFID Card Member,Spring,TX,77386,UNITED STATES,Annual Member,267,Standard,Sabine Bridge ,Lamar & Milam,8,0,0,N,1.2,1.1,48,2017-01-31,2017-01-31,13:10:57,13:18:56,N,Y,One Way,Houston Bcycle
13416170,Houston Bcycle,239066,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,939,Standard,Lamar & Milam,Sabine Bridge ,8,0,0,N,1.2,1.1,48,2017-01-12,2017-01-12,11:33:36,11:41:15,N,Y,One Way,Houston Bcycle
13318861,Houston Bcycle,240802,Non-RFID Card Member,houston,TX,77064,UNITED STATES,24 Hour Pass,04718,Standard,Stude Park,Stude Park,5,0,0,N,.8,.7,30,2017-01-01,2017-01-01,07:12:24,07:17:20,N,Y,Round Trip,Houston Bcycle
13449601,Houston Bcycle,248536,Non-RFID Card Member,Houston,TX,77007,UNITED STATES,24 Hour Pass,534 R2,Standard,Spotts Park,Spotts Park,60,0,0,N,9.0,8.6,360,2017-01-16,2017-01-16,12:53:56,13:53:58,Y,Y,Round Trip,Houston Bcycle
13597255,Houston Bcycle,253478,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,201,Standard,UHD/Main & Franklin,Sabine Bridge ,9,0,0,N,1.4,1.3,54,2017-01-31,2017-01-31,17:27:04,17:36:31,N,Y,One Way,Houston Bcycle
13425456,Houston Bcycle,253478,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,454,Standard,Sabine Bridge ,UHD/Main & Franklin,9,0,0,N,1.4,1.3,54,2017-01-13,2017-01-13,08:41:33,08:50:24,N,Y,One Way,Houston Bcycle
13398781,Houston Bcycle,253478,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,587,Standard,UHD/Main & Franklin,Sabine Bridge ,8,0,0,N,1.2,1.1,48,2017-01-10,2017-01-10,17:23:08,17:31:31,N,Y,One Way,Houston Bcycle
13549463,Houston Bcycle,268609,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,992,Standard,Market Square,Sabine Bridge ,37,0,0,N,5.6,5.3,222,2017-01-26,2017-01-26,12:57:49,13:34:51,Y,Y,One Way,Houston Bcycle
13594189,Houston Bcycle,268609,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,144,Standard,Market Square,Sabine Bridge ,30,0,0,N,4.5,4.3,180,2017-01-31,2017-01-31,14:58:54,15:28:02,N,Y,One Way,Houston Bcycle
13594905,Houston Bcycle,268609,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,144,Standard,Sabine Bridge ,Market Square,33,0,0,N,5.0,4.7,198,2017-01-31,2017-01-31,15:30:19,16:03:39,Y,Y,One Way,Houston Bcycle
13448510,Houston Bcycle,268609,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,533,Standard,Hermann Park Lake Plaza,Rusk & St. Emanuel ,35,0,0,N,5.3,5.0,210,2017-01-16,2017-01-16,10:45:14,11:20:45,Y,Y,One Way,Houston Bcycle
13448802,Houston Bcycle,268609,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,533,Standard,Rusk & St. Emanuel ,Stude Park,51,0,0,N,7.7,7.3,306,2017-01-16,2017-01-16,11:21:12,12:12:02,Y,Y,One Way,Houston Bcycle
13447789,Houston Bcycle,268609,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,274,Standard,Market Square,Project Row House / Holman & Live Oak,29,0,0,N,4.4,4.1,174,2017-01-16,2017-01-16,09:09:38,09:38:45,N,Y,One Way,Houston Bcycle
