TripId,UserProgramName,UserId,UserRole,UserCity,UserState,UserZip,UserCountry,MembershipType,Bike,BikeType,CheckoutKioskName,ReturnKioskName,DurationMins,AdjustedDurationMins,UsageFee,AdjustmentFlag,Distance,EstimatedCarbonOffset,EstimatedCaloriesBurned,CheckoutDateLocal,ReturnDateLocal,CheckoutTimeLocal,ReturnTimeLocal,TripOver30Mins,LocalProgramFlag,TripRouteCategory,TripProgramName
12490090,Houston B-cycle,123458,Maintenance,,,,UNITED STATES,,429,Standard,Stude Park,Stude Park,0,0,0,N,.0,.0,0,2016-10-21,2016-10-21,12:13:08,12:13:22,N,Y,Round Trip,Houston B-cycle
12490099,Houston B-cycle,123458,Maintenance,,,,UNITED STATES,,983,Standard,Stude Park,Stude Park,0,0,0,N,.0,.0,0,2016-10-21,2016-10-21,12:13:42,12:13:53,N,Y,Round Trip,Houston B-cycle
12490243,Houston B-cycle,123458,Maintenance,,,,UNITED STATES,,512,Standard,Leonel Castillo Comm Ctr / South St. & Henry,Leonel Castillo Comm Ctr / South St. & Henry,1,0,0,N,.2,.1,6,2016-10-21,2016-10-21,12:22:59,12:23:11,N,Y,Round Trip,Houston B-cycle
12251821,Houston B-cycle,123458,Maintenance,,,,UNITED STATES,,273 PCC,Standard,Pearl City Centre,Pearl City Centre,36,0,0,N,5.4,5.1,216,2016-10-05,2016-10-05,16:42:26,17:18:53,Y,Y,Round Trip,Houston B-cycle
12470765,Houston B-cycle,128313,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,502,Standard,Market Square,Lamar & Milam,6,0,0,N,.9,.9,36,2016-10-20,2016-10-20,07:25:27,07:31:53,N,Y,One Way,Houston B-cycle
12554730,Houston B-cycle,128313,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,065,Standard,Lamar & Milam,Market Square,5,0,0,N,.8,.7,30,2016-10-25,2016-10-25,18:18:34,18:23:52,N,Y,One Way,Houston B-cycle
12220269,Houston B-cycle,128313,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,148 R,Standard,Lamar & Milam,Market Square,5,0,0,N,.8,.7,30,2016-10-03,2016-10-03,19:06:22,19:11:35,N,Y,One Way,Houston B-cycle
12260195,Houston B-cycle,128313,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,262,Standard,Market Square,Lamar & Milam,5,0,0,N,.8,.7,30,2016-10-06,2016-10-06,07:34:37,07:39:45,N,Y,One Way,Houston B-cycle
12408473,Houston B-cycle,128313,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,262,Standard,La Branch & Lamar,UHD/Main & Franklin,9,0,0,N,1.4,1.3,54,2016-10-15,2016-10-15,16:41:03,16:50:42,N,Y,One Way,Houston B-cycle
12597031,Houston B-cycle,201842,RFID Card Member,Houston,TX,77030,UNITED STATES,Annual Member,828,Standard,Market Square,Market Square,32,0,0,N,4.8,4.6,192,2016-10-28,2016-10-28,13:40:23,14:12:25,Y,Y,Round Trip,Houston B-cycle
12405922,Houston B-cycle,205441,RFID Card Member,Houston,TX,77010,UNITED STATES,Annual Member,946,Standard,McKinney & Caroline,West Gray & Baldwin,12,0,0,N,1.8,1.7,72,2016-10-15,2016-10-15,14:04:05,14:16:49,N,Y,One Way,Houston B-cycle
12381634,Houston B-cycle,207719,RFID Card Member,Houston,TX,77006,UNITED STATES,Annual Member,099,Standard,Elgin & Smith,Elgin & Smith,13,0,0,N,2.0,1.9,78,2016-10-13,2016-10-13,21:07:13,21:20:49,N,Y,Round Trip,Houston B-cycle
12468341,Houston B-cycle,207719,RFID Card Member,Houston,TX,77006,UNITED STATES,Annual Member,088,Standard,Elgin & Smith,Elgin & Smith,15,0,0,N,2.3,2.1,90,2016-10-19,2016-10-19,22:05:50,22:20:24,N,Y,Round Trip,Houston B-cycle
12607333,Houston B-cycle,208027,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,122,Standard,Jackson Hill & Memorial Dr.,City Hall,32,0,0,N,4.8,4.6,192,2016-10-29,2016-10-29,10:08:59,10:40:49,Y,Y,One Way,Houston B-cycle
12607734,Houston B-cycle,208027,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,122,Standard,City Hall,Jackson Hill & Memorial Dr.,20,0,0,N,3.0,2.9,120,2016-10-29,2016-10-29,10:43:32,11:03:04,N,Y,One Way,Houston B-cycle
12207503,Houston B-cycle,208132,RFID Card Member,Houston,TX,77027,UNITED STATES,Annual Member,903,Standard,METRO Transit Center ,Lamar & Milam,5,0,0,N,.8,.7,30,2016-10-03,2016-10-03,08:44:25,08:49:36,N,Y,One Way,Houston B-cycle
12634638,Houston B-cycle,208132,RFID Card Member,Houston,TX,77027,UNITED STATES,Annual Member,122,Standard,Lamar & Milam,METRO Transit Center ,4,0,0,N,.6,.6,24,2016-10-31,2016-10-31,20:03:28,20:07:42,N,Y,One Way,Houston B-cycle
12487196,Houston B-cycle,208132,RFID Card Member,Houston,TX,77027,UNITED STATES,Annual Member,981,Standard,METRO Transit Center ,Lamar & Milam,5,0,0,N,.8,.7,30,2016-10-21,2016-10-21,08:37:02,08:42:02,N,Y,One Way,Houston B-cycle
12440964,Houston B-cycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,533,Standard,Market Square,Market Square,0,0,0,N,.0,.0,0,2016-10-18,2016-10-18,10:35:07,10:35:38,N,Y,Round Trip,Houston B-cycle
12267334,Houston B-cycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,200,Standard,METRO Transit Center ,West Gray & Baldwin,5,0,0,N,.8,.7,30,2016-10-06,2016-10-06,15:37:51,15:42:27,N,Y,One Way,Houston B-cycle
12208233,Houston B-cycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,165,Standard,West Gray & Baldwin,Market Square,12,0,0,N,1.8,1.7,72,2016-10-03,2016-10-03,09:32:51,09:44:46,N,Y,One Way,Houston B-cycle
12372635,Houston B-cycle,208342,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,896,Standard,Lamar & Crawford,Main & Dallas,5,0,0,N,.8,.7,30,2016-10-13,2016-10-13,13:23:59,13:28:06,N,Y,One Way,Houston B-cycle
12422178,Houston B-cycle,208349,RFID Card Member,Magnolia,TX,77354,UNITED STATES,Annual Member,259,Standard,Market Square,La Branch & Lamar,6,0,0,N,.9,.9,36,2016-10-17,2016-10-17,06:42:31,06:48:45,N,Y,One Way,Houston B-cycle
12223578,Houston B-cycle,208349,RFID Card Member,Magnolia,TX,77354,UNITED STATES,Annual Member,165,Standard,Market Square,La Branch & Lamar,6,0,0,N,.9,.9,36,2016-10-04,2016-10-04,06:40:57,06:46:57,N,Y,One Way,Houston B-cycle
12438614,Houston B-cycle,208349,RFID Card Member,Magnolia,TX,77354,UNITED STATES,Annual Member,141,Standard,Market Square,La Branch & Lamar,6,0,0,N,.9,.9,36,2016-10-18,2016-10-18,06:42:41,06:48:54,N,Y,One Way,Houston B-cycle
12575631,Houston B-cycle,208349,RFID Card Member,Magnolia,TX,77354,UNITED STATES,Annual Member,807,Standard,Market Square,La Branch & Lamar,5,0,0,N,.8,.7,30,2016-10-27,2016-10-27,06:55:02,07:00:26,N,Y,One Way,Houston B-cycle
12554237,Houston B-cycle,208349,RFID Card Member,Magnolia,TX,77354,UNITED STATES,Annual Member,153,Standard,La Branch & Lamar,Lamar & Milam,3,0,0,N,.5,.4,18,2016-10-25,2016-10-25,17:57:02,18:00:55,N,Y,One Way,Houston B-cycle
12542341,Houston B-cycle,208349,RFID Card Member,Magnolia,TX,77354,UNITED STATES,Annual Member,097,Standard,Market Square,La Branch & Lamar,6,0,0,N,.9,.9,36,2016-10-25,2016-10-25,06:45:45,06:51:23,N,Y,One Way,Houston B-cycle
12537510,Houston B-cycle,208675,RFID Card Member,Katy,TX,77494,UNITED STATES,Annual Member,860,Standard,La Branch & Lamar,METRO Transit Center ,6,0,0,N,.9,.9,36,2016-10-24,2016-10-24,17:57:15,18:03:05,N,Y,One Way,Houston B-cycle
12584946,Houston B-cycle,208675,RFID Card Member,Katy,TX,77494,UNITED STATES,Annual Member,257,Standard,La Branch & Lamar,METRO Transit Center ,5,0,0,N,.8,.7,30,2016-10-27,2016-10-27,16:57:55,17:02:32,N,Y,One Way,Houston B-cycle
12626883,Houston B-cycle,208675,RFID Card Member,Katy,TX,77494,UNITED STATES,Annual Member,143,Standard,Lamar & Milam,La Branch & Lamar,3,0,0,N,.5,.4,18,2016-10-31,2016-10-31,06:03:58,06:06:27,N,Y,One Way,Houston B-cycle
12339201,Houston B-cycle,211438,RFID Card Member,Houston,TX,77006,UNITED STATES,Annual Member,274,Standard,Tellepsen YMCA,Clay & Smith,5,0,0,N,.8,.7,30,2016-10-11,2016-10-11,12:50:32,12:55:53,N,Y,One Way,Houston B-cycle
12338016,Houston B-cycle,211438,RFID Card Member,Houston,TX,77006,UNITED STATES,Annual Member,274,Standard,Clay & Smith,Tellepsen YMCA,4,0,0,N,.6,.6,24,2016-10-11,2016-10-11,11:38:05,11:42:05,N,Y,One Way,Houston B-cycle
12371049,Houston B-cycle,212288,RFID Card Member,Houston,TX,77079,UNITED STATES,Annual Member,277 G,Standard,La Branch & Lamar,Tellepsen YMCA,7,0,0,N,1.1,1.0,42,2016-10-13,2016-10-13,11:34:53,11:41:24,N,Y,One Way,Houston B-cycle
12211001,Houston B-cycle,212288,RFID Card Member,Houston,TX,77079,UNITED STATES,Annual Member,093,Standard,Tellepsen YMCA,La Branch & Lamar,6,0,0,N,.9,.9,36,2016-10-03,2016-10-03,12:36:40,12:42:56,N,Y,One Way,Houston B-cycle
12630330,Houston B-cycle,212288,RFID Card Member,Houston,TX,77079,UNITED STATES,Annual Member,143,Standard,Tellepsen YMCA,La Branch & Lamar,8,0,0,N,1.2,1.1,48,2016-10-31,2016-10-31,13:19:11,13:27:01,N,Y,One Way,Houston B-cycle
12581791,Houston B-cycle,212288,RFID Card Member,Houston,TX,77079,UNITED STATES,Annual Member,821,Standard,Tellepsen YMCA,La Branch & Lamar,7,0,0,N,1.1,1.0,42,2016-10-27,2016-10-27,14:51:20,14:58:23,N,Y,One Way,Houston B-cycle
12529775,Houston B-cycle,212288,RFID Card Member,Houston,TX,77079,UNITED STATES,Annual Member,146 R,Standard,La Branch & Lamar,Tellepsen YMCA,7,0,0,N,1.1,1.0,42,2016-10-24,2016-10-24,11:46:50,11:53:36,N,Y,One Way,Houston B-cycle
12530997,Houston B-cycle,212288,RFID Card Member,Houston,TX,77079,UNITED STATES,Annual Member,146 R,Standard,Tellepsen YMCA,La Branch & Lamar,8,0,0,N,1.2,1.1,48,2016-10-24,2016-10-24,13:10:34,13:18:20,N,Y,One Way,Houston B-cycle
12473433,Houston B-cycle,212491,RFID Card Member,Houston,TX,77025,UNITED STATES,Annual Member,266,Standard,Clay & Smith,Spotts Park,16,0,0,N,2.4,2.3,96,2016-10-20,2016-10-20,11:04:19,11:20:19,N,Y,One Way,Houston B-cycle
12545435,Houston B-cycle,212491,RFID Card Member,Houston,TX,77025,UNITED STATES,Annual Member,196 G,Standard,Clay & Smith,Clay & Smith,50,0,0,N,7.5,7.1,300,2016-10-25,2016-10-25,10:30:10,11:20:42,Y,Y,Round Trip,Houston B-cycle
12578588,Houston B-cycle,212491,RFID Card Member,Houston,TX,77025,UNITED STATES,Annual Member,124,Standard,Spotts Park,Clay & Smith,36,0,0,N,5.4,5.1,216,2016-10-27,2016-10-27,10:57:18,11:33:22,Y,Y,One Way,Houston B-cycle
12629156,Houston B-cycle,212491,RFID Card Member,Houston,TX,77025,UNITED STATES,Annual Member,462,Standard,Clay & Smith,Spotts Park,46,0,0,N,6.9,6.6,276,2016-10-31,2016-10-31,11:12:22,11:58:33,Y,Y,One Way,Houston B-cycle
12209744,Houston B-cycle,212491,RFID Card Member,Houston,TX,77025,UNITED STATES,Annual Member,838,Standard,Clay & Smith,Clay & Smith,53,0,0,N,8.0,7.6,318,2016-10-03,2016-10-03,11:16:42,12:09:59,Y,Y,Round Trip,Houston B-cycle
12262794,Houston B-cycle,212491,RFID Card Member,Houston,TX,77025,UNITED STATES,Annual Member,531,Standard,Sabine Bridge ,Clay & Smith,50,0,0,N,7.5,7.1,300,2016-10-06,2016-10-06,11:19:09,12:09:49,Y,Y,One Way,Houston B-cycle
12388035,Houston B-cycle,212491,RFID Card Member,Houston,TX,77025,UNITED STATES,Annual Member,877,Standard,Clay & Smith,Spotts Park,14,0,0,N,2.1,2.0,84,2016-10-14,2016-10-14,11:17:18,11:31:54,N,Y,One Way,Houston B-cycle
12388338,Houston B-cycle,212491,RFID Card Member,Houston,TX,77025,UNITED STATES,Annual Member,087,Standard,Spotts Park,Clay & Smith,25,0,0,N,3.0,2.9,121,2016-10-14,2016-10-14,11:32:30,11:57:03,N,Y,One Way,Houston B-cycle
12353170,Houston B-cycle,214886,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,838,Standard,Sabine Bridge ,City Hall,6,0,0,N,.9,.9,36,2016-10-12,2016-10-12,09:26:49,09:32:30,N,Y,One Way,Houston B-cycle
12397707,Houston B-cycle,214886,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,234,Standard,City Hall,Sabine Bridge ,5,0,0,N,.8,.7,30,2016-10-14,2016-10-14,18:40:58,18:45:52,N,Y,One Way,Houston B-cycle
12384992,Houston B-cycle,214886,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,022 G,Standard,Sabine Bridge ,City Hall,5,0,0,N,.8,.7,30,2016-10-14,2016-10-14,07:48:28,07:53:50,N,Y,One Way,Houston B-cycle
12226011,Houston B-cycle,214886,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,097,Standard,Sabine Bridge ,City Hall,4,0,0,N,.6,.6,24,2016-10-04,2016-10-04,09:24:00,09:28:43,N,Y,One Way,Houston B-cycle
12527591,Houston B-cycle,214886,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,108,Standard,Sabine Bridge ,City Hall,4,0,0,N,.6,.6,24,2016-10-24,2016-10-24,09:03:27,09:07:38,N,Y,One Way,Houston B-cycle
12487333,Houston B-cycle,214886,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,841,Standard,Sabine Bridge ,City Hall,4,0,0,N,.6,.6,24,2016-10-21,2016-10-21,08:50:50,08:54:59,N,Y,One Way,Houston B-cycle
12483532,Houston B-cycle,214886,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,274,Standard,City Hall,Sabine Bridge ,4,0,0,N,.6,.6,24,2016-10-20,2016-10-20,20:51:55,20:55:41,N,Y,One Way,Houston B-cycle
12479768,Houston B-cycle,215645,RFID Card Member,Houston,TX,77223,UNITED STATES,Annual Member,807,Standard,Lamar & Milam,Tellepsen YMCA,4,0,0,N,.6,.6,24,2016-10-20,2016-10-20,17:03:02,17:07:29,N,Y,One Way,Houston B-cycle
12585558,Houston B-cycle,215645,RFID Card Member,Houston,TX,77223,UNITED STATES,Annual Member,245,Standard,Lamar & Milam,Tellepsen YMCA,6,0,0,N,.9,.9,36,2016-10-27,2016-10-27,17:18:55,17:24:01,N,Y,One Way,Houston B-cycle
12599324,Houston B-cycle,215645,RFID Card Member,Houston,TX,77223,UNITED STATES,Annual Member,462,Standard,Lamar & Milam,Tellepsen YMCA,3,0,0,N,.5,.4,18,2016-10-28,2016-10-28,15:29:32,15:32:44,N,Y,One Way,Houston B-cycle
12632800,Houston B-cycle,215645,RFID Card Member,Houston,TX,77223,UNITED STATES,Annual Member,153,Standard,Lamar & Milam,Tellepsen YMCA,4,0,0,N,.6,.6,24,2016-10-31,2016-10-31,16:53:16,16:57:42,N,Y,One Way,Houston B-cycle
12384817,Houston B-cycle,215645,RFID Card Member,Houston,TX,77223,UNITED STATES,Annual Member,266,Standard,Tellepsen YMCA,Lamar & Milam,3,0,0,N,.5,.4,18,2016-10-14,2016-10-14,07:35:26,07:38:42,N,Y,One Way,Houston B-cycle
12350820,Houston B-cycle,215645,RFID Card Member,Houston,TX,77223,UNITED STATES,Annual Member,083,Standard,Tellepsen YMCA,Lamar & Milam,3,0,0,N,.5,.4,18,2016-10-12,2016-10-12,06:39:33,06:42:50,N,Y,One Way,Houston B-cycle
12367345,Houston B-cycle,216364,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,259,Standard,Main & Dallas,McKinney & Caroline,3,0,0,N,.5,.4,18,2016-10-13,2016-10-13,07:06:17,07:09:00,N,Y,One Way,Houston B-cycle
12496084,Houston B-cycle,216364,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,205,Standard,McKinney & Caroline,Main & Dallas,3,0,0,N,.5,.4,18,2016-10-21,2016-10-21,16:49:33,16:52:09,N,Y,One Way,Houston B-cycle
12370754,Houston B-cycle,220781,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,844,Standard,Clay & Smith,Spotts Park,13,0,0,N,2.0,1.9,78,2016-10-13,2016-10-13,11:15:11,11:28:38,N,Y,One Way,Houston B-cycle
12425793,Houston B-cycle,220781,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,533,Standard,Spotts Park,Clay & Smith,34,0,0,N,5.1,4.8,204,2016-10-17,2016-10-17,11:34:02,12:08:57,Y,Y,One Way,Houston B-cycle
12591970,Houston B-cycle,220830,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,526,Standard,UHD/Main & Franklin,Main & Walker,5,0,0,N,.8,.7,30,2016-10-28,2016-10-28,07:35:18,07:40:41,N,Y,One Way,Houston B-cycle
12565080,Houston B-cycle,224435,RFID Card Member,Houston,TX,77006,UNITED STATES,Annual Member,184,Standard,West Gray & Baldwin,Rusk & St. Emanuel ,13,0,0,N,2.0,1.9,78,2016-10-26,2016-10-26,14:11:40,14:24:19,N,Y,One Way,Houston B-cycle
12344992,Houston B-cycle,224794,RFID Card Member,Houston,TX,77006,UNITED STATES,Annual Member,160 G,Standard,Hermann Park Lake Plaza,Taft & Fairview,20,0,0,N,3.0,2.9,120,2016-10-11,2016-10-11,17:11:41,17:31:01,N,Y,One Way,Houston B-cycle
12227929,Houston B-cycle,233033,RFID Card Member,Houston,TX,77038,UNITED STATES,Annual Member,858,Standard,City Hall,City Hall,42,0,0,N,6.3,6.0,252,2016-10-04,2016-10-04,11:43:51,12:25:46,Y,Y,Round Trip,Houston B-cycle
12579650,Houston B-cycle,239063,RFID Card Member,Spring,TX,77386,UNITED STATES,Annual Member,269,Standard,Sabine Bridge ,Lamar & Milam,9,0,0,N,1.4,1.3,54,2016-10-27,2016-10-27,12:14:12,12:23:10,N,Y,One Way,Houston B-cycle
12578883,Houston B-cycle,239066,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,234,Standard,Lamar & Milam,Sabine Bridge ,55,0,0,N,8.3,7.8,330,2016-10-27,2016-10-27,11:18:57,12:13:50,Y,Y,One Way,Houston B-cycle
12594286,Houston B-cycle,253478,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,205,Standard,City Hall,Lamar & Crawford,11,0,0,N,1.7,1.6,66,2016-10-28,2016-10-28,10:44:41,10:55:20,N,Y,One Way,Houston B-cycle
12369778,Houston B-cycle,253478,RFID Card Member,Houston,TX,77007,UNITED STATES,Annual Member,060,Standard,Sabine Bridge ,City Hall,4,0,0,N,.6,.6,24,2016-10-13,2016-10-13,10:08:02,10:12:30,N,Y,One Way,Houston B-cycle
12355111,Houston B-cycle,254008,RFID Card Member,Katy,TX,77450,UNITED STATES,Annual Member,877,Standard,Tellepsen YMCA,Clay & Smith,2,0,0,N,.3,.3,12,2016-10-12,2016-10-12,11:49:14,11:51:32,N,Y,One Way,Houston B-cycle
12210196,Houston B-cycle,254008,RFID Card Member,Katy,TX,77450,UNITED STATES,Annual Member,200,Standard,Tellepsen YMCA,Clay & Smith,2,0,0,N,.3,.3,12,2016-10-03,2016-10-03,11:46:03,11:48:17,N,Y,One Way,Houston B-cycle
12529119,Houston B-cycle,254008,RFID Card Member,Katy,TX,77450,UNITED STATES,Annual Member,196 G,Standard,Clay & Smith,Tellepsen YMCA,2,0,0,N,.3,.3,12,2016-10-24,2016-10-24,11:01:00,11:03:02,N,Y,One Way,Houston B-cycle
12218761,Houston B-cycle,256233,RFID Card Member,Houston,TX,77006,UNITED STATES,Annual Member,213,Standard,Westheimer & Waugh,Freed Library ,6,0,0,N,.9,.9,36,2016-10-03,2016-10-03,17:54:49,18:00:19,N,Y,One Way,Houston B-cycle
12380392,Houston B-cycle,256233,RFID Card Member,Houston,TX,77006,UNITED STATES,Annual Member,243,Standard,Main & Walker,Milam & Webster,9,0,0,N,1.4,1.3,54,2016-10-13,2016-10-13,19:02:46,19:11:37,N,Y,One Way,Houston B-cycle
12400907,Houston B-cycle,256233,RFID Card Member,Houston,TX,77006,UNITED STATES,Annual Member,483,Standard,Westheimer & Waugh,MFAH/ Fannin & Binz,17,0,0,N,2.6,2.4,102,2016-10-15,2016-10-15,08:03:53,08:20:08,N,Y,One Way,Houston B-cycle
12609829,Houston B-cycle,259382,RFID Card Member,Houston,TX,77006,UNITED STATES,Annual Member,091,Standard,Elgin & Smith,Ensemble/HCC Station,6,0,0,N,.9,.9,36,2016-10-29,2016-10-29,12:54:13,13:00:42,N,Y,One Way,Houston B-cycle
12252755,Houston B-cycle,267834,RFID Card Member,Houston,TX,77023,UNITED STATES,Annual Member,086,Standard,Lamar & Milam,Tellepsen YMCA,3,0,0,N,.5,.4,18,2016-10-05,2016-10-05,17:09:05,17:12:36,N,Y,One Way,Houston B-cycle
12312057,Houston B-cycle,268125,RFID Card Member,Houston,TX,77010,UNITED STATES,Annual Member,483,Standard,La Branch & Lamar,La Branch & Lamar,62,0,0,N,9.3,8.8,372,2016-10-09,2016-10-09,12:54:19,13:56:28,Y,Y,Round Trip,Houston B-cycle
12405725,Houston B-cycle,268609,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,854,Standard,Clay & Smith,West Gray & Baldwin,8,0,0,N,1.2,1.1,48,2016-10-15,2016-10-15,13:51:57,13:59:18,N,Y,One Way,Houston B-cycle
12412523,Houston B-cycle,268609,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,259,Standard,West Gray & Baldwin,Market Square,12,0,0,N,1.8,1.7,72,2016-10-16,2016-10-16,08:39:05,08:51:45,N,Y,One Way,Houston B-cycle
12191908,Houston B-cycle,268609,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,159,Standard,West Gray & Baldwin,Lamar & Milam,7,0,0,N,1.1,1.0,42,2016-10-02,2016-10-02,09:30:49,09:37:56,N,Y,One Way,Houston B-cycle
12181715,Houston B-cycle,268609,RFID Card Member,Houston,TX,77002,UNITED STATES,Annual Member,225,Standard,Smith & Capitol,West Gray & Baldwin,9,0,0,N,1.4,1.3,54,2016-10-01,2016-10-01,13:52:46,14:01:31,N,Y,One Way,Houston B-cycle
12525129,Houston B-cycle,273109,RFID Card Member,The Woodlands,TX,77393,UNITED STATES,Annual Member,153,Standard,Lamar & Milam,Lamar & Crawford,5,0,0,N,.8,.7,30,2016-10-24,2016-10-24,06:10:24,06:15:36,N,Y,One Way,Houston B-cycle
12544330,Houston B-cycle,304262,RFID Card Member,houston,TX,77004,UNITED STATES,Annual Member,483,Standard,METRO Transit Center ,METRO Transit Center ,0,0,0,N,.0,.0,0,2016-10-25,2016-10-25,09:08:29,09:08:58,N,Y,Round Trip,Houston B-cycle
12510393,Houston B-cycle,304262,RFID Card Member,houston,TX,77004,UNITED STATES,Annual Member,892,Standard,La Branch & Lamar,MFAH/ Fannin & Binz,58,0,0,N,8.7,8.3,348,2016-10-22,2016-10-22,17:28:51,18:26:26,Y,Y,One Way,Houston B-cycle
12297338,Houston B-cycle,304262,RFID Card Member,houston,TX,77004,UNITED STATES,Annual Member,851,Standard,MFAH/ Fannin & Binz,Ensemble/HCC Station,156,55,0,Y,18.0,17.1,720,2016-10-08,2016-10-08,12:37:39,15:13:35,Y,Y,One Way,Houston B-cycle
12247749,Houston B-cycle,304262,RFID Card Member,houston,TX,77004,UNITED STATES,Annual Member,192,Standard,Elgin & Smith,Milam & Webster,42,0,0,N,6.3,6.0,252,2016-10-05,2016-10-05,13:47:30,14:29:30,Y,Y,One Way,Houston B-cycle
12230216,Houston B-cycle,304262,RFID Card Member,houston,TX,77004,UNITED STATES,Annual Member,053,Standard,Main & Walker,Main & Dallas,30,0,0,N,4.5,4.3,180,2016-10-04,2016-10-04,14:19:06,14:49:07,N,Y,One Way,Houston B-cycle
12405235,Houston B-cycle,304262,RFID Card Member,houston,TX,77004,UNITED STATES,Annual Member,989,Standard,Main & Dallas,La Branch & Lamar,12,0,0,N,1.8,1.7,72,2016-10-15,2016-10-15,13:22:29,13:34:24,N,Y,One Way,Houston B-cycle
