TripId,UserProgramName,UserId,UserRole,UserCity,UserState,UserZip,UserCountry,MembershipType,Bike,BikeType,CheckoutKioskName,ReturnKioskName,DurationMins,AdjustedDurationMins,UsageFee,AdjustmentFlag,Distance,EstimatedCarbonOffset,EstimatedCaloriesBurned,CheckoutDateLocal,ReturnDateLocal,CheckoutTimeLocal,ReturnTimeLocal,TripOver30Mins,LocalProgramFlag,TripRouteCategory,TripProgramName
25900751,Houston BCycle,2377578,Maintenance,,,,UNITED STATES,,19554,Standard,Memorial Park Picnic Loop,Memorial Park Picnic Loop,0,0,0,N,.0,.0,0,2022-01-12,2022-01-12,10:08:55,10:08:55,N,Y,Round Trip,Houston BCycle
25900752,Houston BCycle,2377578,Maintenance,,,,UNITED STATES,,01864,Standard,Memorial Park Picnic Loop,Memorial Park Picnic Loop,0,0,0,N,.0,.0,0,2022-01-12,2022-01-12,10:09:04,10:09:04,N,Y,Round Trip,Houston BCycle
25898775,Houston BCycle,2377578,Maintenance,,,,UNITED STATES,,21049,Standard,UHD/Main & Franklin,UHD/Main & Franklin,0,0,0,N,.0,.0,0,2022-01-11,2022-01-11,12:00:09,12:00:28,N,Y,Round Trip,Houston BCycle
25896607,Houston BCycle,2576516,Maintenance,,,,UNITED STATES,,696 D ,Standard,Ready Bike Warehouse,Ready Bike Warehouse,0,0,0,N,.0,.0,0,2022-01-10,2022-01-10,12:42:37,12:42:57,N,Y,Round Trip,Houston BCycle
25901605,Houston BCycle,2576516,Maintenance,,,,UNITED STATES,,21103,Standard,Memorial Park Picnic Loop,Ready Bike Warehouse,2,0,0,N,.3,.3,12,2022-01-12,2022-01-12,14:04:19,14:06:47,N,Y,One Way,Houston BCycle
25901678,Houston BCycle,2576516,Maintenance,,,,UNITED STATES,,21258,Standard,Memorial Park Picnic Loop,Ready Bike Warehouse,0,0,0,N,.0,.0,0,2022-01-12,2022-01-12,14:17:36,14:17:43,N,Y,One Way,Houston BCycle
25905236,Houston BCycle,2576516,Maintenance,,,,UNITED STATES,,02099,Standard,Memorial Park Picnic Loop,Ready Bike Warehouse,1,0,0,N,.1,.1,5,2022-01-13,2022-01-13,15:42:55,15:43:12,N,Y,One Way,Houston BCycle
25928515,Houston BCycle,2576516,Maintenance,,,,UNITED STATES,,324,Standard,HQ,Ready Bike Warehouse,0,0,0,N,.0,.0,0,2022-01-20,2022-01-20,14:58:08,14:58:47,N,Y,One Way,Houston BCycle
25966131,Houston BCycle,2576516,Maintenance,,,,UNITED STATES,,21459,Standard,HQ,HQ,2,0,0,N,.3,.3,12,2022-01-31,2022-01-31,09:18:54,09:20:33,N,Y,Round Trip,Houston BCycle
25966133,Houston BCycle,2576516,Maintenance,,,,UNITED STATES,,11234,Standard,HQ,HQ,0,0,0,N,.0,.0,0,2022-01-31,2022-01-31,09:19:32,09:19:56,N,Y,Round Trip,Houston BCycle
25886543,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,21276,Standard,Lost Lake,Houston BCycle Warehouse,1546,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,11:46:48,13:32:54,Y,Y,One Way,Houston BCycle
25886544,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,14259,Standard,Lost Lake,Houston BCycle Warehouse,1546,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,11:47:03,13:33:02,Y,Y,One Way,Houston BCycle
25886545,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,21060,Standard,Lost Lake,Houston BCycle Warehouse,1546,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,11:47:28,13:33:10,Y,Y,One Way,Houston BCycle
25886553,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,122,Standard,Lost Lake,Houston BCycle Warehouse,1545,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,11:48:08,13:33:16,Y,Y,One Way,Houston BCycle
25886571,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,01714,Standard,Lost Lake,Houston BCycle Warehouse,1539,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,11:54:05,13:33:42,Y,Y,One Way,Houston BCycle
25886579,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,302,Standard,Lost Lake,Lost Lake,0,0,0,N,.0,.0,0,2022-01-06,2022-01-06,11:56:23,11:56:32,N,Y,Round Trip,Houston BCycle
25886580,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,302,Standard,Lost Lake,Houston BCycle Warehouse,1537,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,11:56:35,13:33:50,Y,Y,One Way,Houston BCycle
25886620,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,692,Standard,Jackson Hill & Memorial Dr.,Houston BCycle Warehouse,1527,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,12:07:00,13:34:35,Y,Y,One Way,Houston BCycle
25886621,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,535 R2,Standard,Jackson Hill & Memorial Dr.,Houston BCycle Warehouse,1527,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,12:07:25,13:34:45,Y,Y,One Way,Houston BCycle
25886625,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,083 SA,Standard,Jackson Hill & Memorial Dr.,Houston BCycle Warehouse,1527,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,12:08:10,13:35:06,Y,Y,One Way,Houston BCycle
25886628,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,164,Standard,Jackson Hill & Memorial Dr.,Houston BCycle Warehouse,1527,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,12:08:29,13:35:12,Y,Y,One Way,Houston BCycle
25887305,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,20929,Standard,Louisiana & Walker,Louisiana & Walker,0,0,0,N,.0,.0,0,2022-01-06,2022-01-06,15:21:10,15:21:20,N,Y,Round Trip,Houston BCycle
25936295,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,20979,Standard,Alexander Deussen Park Boat Ramp/Parking Lot/Pavilion 4,Ready Bike Warehouse,1681,0,0,N,18.0,17.1,720,2022-01-23,2022-01-24,11:50:11,15:51:39,Y,Y,One Way,Houston BCycle
25886113,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,01523,Standard,Root Square,Houston BCycle Warehouse,405,0,0,N,18.0,17.1,720,2022-01-06,2022-01-06,08:41:16,15:26:15,Y,Y,One Way,Houston BCycle
25886111,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,01929,Standard,Root Square,Houston BCycle Warehouse,1732,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,08:40:13,13:32:20,Y,Y,One Way,Houston BCycle
25886109,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,21332 E - Centerpoint,Standard,Root Square,Houston BCycle Warehouse,1733,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,08:39:30,13:32:10,Y,Y,One Way,Houston BCycle
25886097,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,308,Standard,La Branch & Lamar,Houston BCycle Warehouse,1738,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,08:33:44,13:31:38,Y,Y,One Way,Houston BCycle
25886156,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,21223,Standard,Eleanor Tinsley Park,HCC Central,298,0,0,N,18.0,17.1,720,2022-01-06,2022-01-06,09:02:09,14:00:58,Y,Y,One Way,Houston BCycle
25886154,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,542 FW,Standard,Eleanor Tinsley Park,Clay & Smith,284,0,0,N,18.0,17.1,720,2022-01-06,2022-01-06,09:01:28,13:45:02,Y,Y,One Way,Houston BCycle
25886152,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,01631,Standard,Eleanor Tinsley Park,Clay & Smith,285,0,0,N,18.0,17.1,720,2022-01-06,2022-01-06,09:00:52,13:45:28,Y,Y,One Way,Houston BCycle
25886149,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,02085,Standard,Eleanor Tinsley Park,Clay & Smith,285,0,0,N,18.0,17.1,720,2022-01-06,2022-01-06,08:59:28,13:44:03,Y,Y,One Way,Houston BCycle
25886148,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,20979,Standard,Eleanor Tinsley Park,Houston BCycle Warehouse,1713,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,08:59:06,13:32:41,Y,Y,One Way,Houston BCycle
25886127,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,20937,Standard,Root Square,Root Square,0,0,0,N,.0,.0,0,2022-01-06,2022-01-06,08:47:36,08:47:36,N,Y,Round Trip,Houston BCycle
25913715,Houston BCycle,2880093,Maintenance,,,,UNITED STATES,,351,Standard,Root Square,Ready Bike Warehouse,1361,0,0,N,18.0,17.1,720,2022-01-16,2022-01-17,09:04:36,07:45:07,Y,Y,One Way,Houston BCycle
25948758,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,372 FW,Standard,Museum District METRORail MFAH Fannin & Binz,TMC Commons,35,0,0,N,5.3,5.0,210,2022-01-26,2022-01-26,18:52:10,19:27:34,Y,Y,One Way,Houston BCycle
25948733,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,535 R2,Standard,Museum District METRORail MFAH Fannin & Binz,TMC Commons,45,0,0,N,6.8,6.4,270,2022-01-26,2022-01-26,18:43:46,19:28:15,Y,Y,One Way,Houston BCycle
25933520,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,503,Standard,Telephone & Eddington,TMC Garage 8,292,0,0,N,18.0,17.1,720,2022-01-22,2022-01-22,14:50:39,19:42:59,Y,Y,One Way,Houston BCycle
25933518,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,02226,Standard,Telephone & Eddington,Health Museum,135,0,0,N,18.0,17.1,720,2022-01-22,2022-01-22,14:50:02,17:05:47,Y,Y,One Way,Houston BCycle
25933537,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,21530,Standard,Telephone & Eddington,Health Museum,125,0,0,N,18.0,17.1,720,2022-01-22,2022-01-22,14:52:57,16:57:46,Y,Y,One Way,Houston BCycle
25957939,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,353 B,Standard,Rusk & St. Emanuel,Lamar & Caroline,29,0,0,N,4.4,4.1,174,2022-01-29,2022-01-29,14:08:43,14:37:51,N,Y,One Way,Houston BCycle
25957935,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,303 R2,Standard,Rusk & St. Emanuel,Lamar & Caroline,30,0,0,N,4.5,4.3,180,2022-01-29,2022-01-29,14:08:06,14:38:55,N,Y,One Way,Houston BCycle
25957973,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,607 R3,Standard,Dallas & St Emmanuel,Lamar & Caroline,22,0,0,N,3.3,3.1,131,2022-01-29,2022-01-29,14:13:16,14:35:52,N,Y,One Way,Houston BCycle
25878845,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,02185,Standard,UTHSC Housing & Rec Center,UT Research Park,7,0,0,N,1.0,1.0,41,2022-01-03,2022-01-03,12:37:59,12:44:25,N,Y,One Way,Houston BCycle
25878844,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,02073,Standard,UTHSC Housing & Rec Center,UT Research Park,8,0,0,N,1.2,1.1,48,2022-01-03,2022-01-03,12:37:55,12:45:00,N,Y,One Way,Houston BCycle
25892213,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,086,Standard,Root Square,Fonde Recreation Center,19,0,0,N,2.8,2.7,113,2022-01-08,2022-01-08,18:17:37,18:36:41,N,Y,One Way,Houston BCycle
25892211,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,02123,Standard,Root Square,Root Square,0,0,0,N,.0,.0,0,2022-01-08,2022-01-08,18:17:17,18:17:17,N,Y,Round Trip,Houston BCycle
25894880,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,552 R3,Standard,Rice University Cambridge Office Building,Houston BCycle Warehouse,285,0,0,N,18.0,17.1,720,2022-01-09,2022-01-09,16:26:45,21:11:48,Y,Y,One Way,Houston BCycle
25894878,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,556,Standard,Rice University Cambridge Office Building,Houston BCycle Warehouse,285,0,0,N,18.0,17.1,720,2022-01-09,2022-01-09,16:26:42,21:11:56,Y,Y,One Way,Houston BCycle
25894885,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,01670,Standard,Rice University Cambridge Office Building,Houston BCycle Warehouse,284,0,0,N,18.0,17.1,720,2022-01-09,2022-01-09,16:27:46,21:11:34,Y,Y,One Way,Houston BCycle
25895052,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,290,Standard,Rice University West Lot,TMC Dryden METROrail,32,0,0,N,4.8,4.6,192,2022-01-09,2022-01-09,17:04:30,17:36:11,Y,Y,One Way,Houston BCycle
25895043,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,01482,Standard,Rice University West Lot,TMC Dryden METROrail,35,0,0,N,5.3,5.0,210,2022-01-09,2022-01-09,17:01:42,17:36:04,Y,Y,One Way,Houston BCycle
25895039,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,01482,Standard,Rice University West Lot,Rice University West Lot,0,0,0,N,.0,.0,0,2022-01-09,2022-01-09,17:01:13,17:01:38,N,Y,Round Trip,Houston BCycle
25894989,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,339,Standard,Rice University Gibbs Recreation & Wellness Center,Houston BCycle Warehouse,259,0,0,N,18.0,17.1,720,2022-01-09,2022-01-09,16:52:10,21:11:10,Y,Y,One Way,Houston BCycle
25913135,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,01701,Standard,TMC Transit Center METRORail,Freed Library,69,0,0,N,10.4,9.8,414,2022-01-15,2022-01-15,19:54:21,21:03:26,Y,Y,One Way,Houston BCycle
25913134,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,02017,Standard,TMC Transit Center METRORail,EaDo Stadium METRORail,67,0,0,N,10.0,9.5,401,2022-01-15,2022-01-15,19:53:27,21:00:23,Y,Y,One Way,Houston BCycle
25948729,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,11297,Standard,Museum District METRORail MFAH Fannin & Binz,Houston BCycle Warehouse,1060,0,0,N,18.0,17.1,720,2022-01-26,2022-01-27,18:42:59,12:22:27,Y,Y,One Way,Houston BCycle
25948897,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,21158 E,Standard,TMC Commons,Houston BCycle Warehouse,1013,0,0,N,18.0,17.1,720,2022-01-26,2022-01-27,19:29:14,12:22:34,Y,Y,One Way,Houston BCycle
25948956,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,02054,Standard,TMC Garage 2,TMC Garage 2,0,0,0,N,.0,.0,0,2022-01-26,2022-01-26,19:54:10,19:54:28,N,Y,Round Trip,Houston BCycle
25948941,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,171 B,Standard,TMC Garage 2,Houston BCycle Warehouse,994,0,0,N,18.0,17.1,720,2022-01-26,2022-01-27,19:48:23,12:22:40,Y,Y,One Way,Houston BCycle
25933505,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,202 SA,Standard,Telephone & Eddington,Memorial Hermann Hospital Houston Zoo METRORail,310,0,0,N,18.0,17.1,720,2022-01-22,2022-01-22,14:48:49,19:58:48,Y,Y,One Way,Houston BCycle
25933497,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,01628,Standard,Telephone & Eddington,TMC Garage 8,296,0,0,N,18.0,17.1,720,2022-01-22,2022-01-22,14:48:20,19:44:04,Y,Y,One Way,Houston BCycle
25933476,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,625 SA,Standard,Telephone & Eddington,Memorial Hermann Hospital Houston Zoo METRORail,313,0,0,N,18.0,17.1,720,2022-01-22,2022-01-22,14:45:41,19:58:51,Y,Y,One Way,Houston BCycle
25933473,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,602,Standard,Telephone & Eddington,Memorial Hermann Hospital Houston Zoo METRORail,313,0,0,N,18.0,17.1,720,2022-01-22,2022-01-22,14:44:50,19:57:40,Y,Y,One Way,Houston BCycle
25933525,Houston BCycle,2814823,Maintenance,,,,UNITED STATES,,01384,Standard,Telephone & Eddington,TMC Garage 8,294,0,0,N,18.0,17.1,720,2022-01-22,2022-01-22,14:51:13,19:45:24,Y,Y,One Way,Houston BCycle
25921108,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,615,Standard,Rice University Duncan Hall,Hermann Park/Rice U METROrail,25,0,0,N,3.7,3.6,149,2022-01-18,2022-01-18,11:27:18,11:52:59,N,Y,One Way,Houston BCycle
25921115,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,02268,Standard,Rice University Duncan Hall,Hermann Park/Rice U METROrail,22,0,0,N,3.3,3.1,131,2022-01-18,2022-01-18,11:29:17,11:51:23,N,Y,One Way,Houston BCycle
25920876,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,371 R2,Standard,UTHSC Housing & Rec Center,Houston BCycle Warehouse,200,0,0,N,18.0,17.1,720,2022-01-18,2022-01-18,10:35:06,13:55:12,Y,Y,One Way,Houston BCycle
25920879,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,02200,Standard,UTHSC Housing & Rec Center,Rice University South Servery,45,0,0,N,6.8,6.4,270,2022-01-18,2022-01-18,10:35:35,11:20:12,Y,Y,One Way,Houston BCycle
25920906,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,01680,Standard,UTHSC Housing & Rec Center,Rice University South Servery,38,0,0,N,5.7,5.4,228,2022-01-18,2022-01-18,10:40:30,11:18:55,Y,Y,One Way,Houston BCycle
25924108,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,14189,Standard,TMC Garage 8,Houston BCycle Warehouse,102,0,0,N,15.3,14.5,612,2022-01-19,2022-01-19,09:36:53,11:18:07,Y,Y,One Way,Houston BCycle
25924113,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,21149 MFAH,Standard,TMC Garage 8,Houston BCycle Warehouse,101,0,0,N,15.2,14.4,606,2022-01-19,2022-01-19,09:37:41,11:18:16,Y,Y,One Way,Houston BCycle
25924247,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,302,Standard,Lamar & Caroline,Houston BCycle Warehouse,50,0,0,N,7.5,7.1,300,2022-01-19,2022-01-19,10:28:18,11:18:48,Y,Y,One Way,Houston BCycle
25898924,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,428,Standard,S Braeswood & Linkmeadow METRO Bus,Houston BCycle Warehouse,1326,0,0,N,18.0,17.1,720,2022-01-11,2022-01-12,12:47:58,10:53:00,Y,Y,One Way,Houston BCycle
25898927,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,20981,Standard,S Braeswood & Linkmeadow METRO Bus,Ready Bike Warehouse,160,0,0,N,18.0,17.1,720,2022-01-11,2022-01-11,12:48:41,15:28:10,Y,Y,One Way,Houston BCycle
25898937,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,02177,Standard,S Braeswood & Linkmeadow METRO Bus,Houston BCycle Warehouse,1321,0,0,N,18.0,17.1,720,2022-01-11,2022-01-12,12:51:35,10:52:50,Y,Y,One Way,Houston BCycle
25898767,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,586 R2,Standard,UTMDA 1MC Bertner & Braeswood,Houston BCycle Warehouse,1378,0,0,N,18.0,17.1,720,2022-01-11,2022-01-12,11:55:40,10:53:55,Y,Y,One Way,Houston BCycle
25898770,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,01634,Standard,UTMDA 1MC Bertner & Braeswood,Houston BCycle Warehouse,1377,0,0,N,18.0,17.1,720,2022-01-11,2022-01-12,11:56:37,10:53:30,Y,Y,One Way,Houston BCycle
25898824,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,01577,Standard,BioScience Research Collaborative,Houston BCycle Warehouse,1355,0,0,N,18.0,17.1,720,2022-01-11,2022-01-12,12:18:31,10:53:24,Y,Y,One Way,Houston BCycle
25898834,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,01754,Standard,BioScience Research Collaborative,Houston BCycle Warehouse,1352,0,0,N,18.0,17.1,720,2022-01-11,2022-01-12,12:21:05,10:53:06,Y,Y,One Way,Houston BCycle
25880934,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,01430,Standard,UH Technology Bridge,Houston BCycle Warehouse,1667,0,0,N,18.0,17.1,720,2022-01-04,2022-01-05,10:53:53,14:40:47,Y,Y,One Way,Houston BCycle
25880935,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,615,Standard,UH Technology Bridge,Houston BCycle Warehouse,1665,0,0,N,18.0,17.1,720,2022-01-04,2022-01-05,10:54:20,14:39:43,Y,Y,One Way,Houston BCycle
25880938,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,542,Standard,UH Technology Bridge,Houston BCycle Warehouse,1666,0,0,N,18.0,17.1,720,2022-01-04,2022-01-05,10:55:40,14:41:44,Y,Y,One Way,Houston BCycle
25880942,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,21269,Standard,UH Technology Bridge,Fonde Recreation Center,1538,0,0,N,18.0,17.1,720,2022-01-04,2022-01-05,10:56:20,12:34:25,Y,Y,One Way,Houston BCycle
25888994,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,222 PCC,Standard,Guadalupe Park Plaza,Houston BCycle Warehouse,85,0,0,N,12.7,12.1,509,2022-01-07,2022-01-07,12:53:32,14:18:20,Y,Y,One Way,Houston BCycle
25888997,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,214 PCC,Standard,Guadalupe Park Plaza,Houston BCycle Warehouse,84,0,0,N,12.6,12.0,504,2022-01-07,2022-01-07,12:54:06,14:18:26,Y,Y,One Way,Houston BCycle
25888919,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,20974,Standard,UH Technology Bridge,Houston BCycle Warehouse,119,0,0,N,17.9,17.0,714,2022-01-07,2022-01-07,12:19:29,14:18:02,Y,Y,One Way,Houston BCycle
25888921,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,303 R2,Standard,UH Technology Bridge,Houston BCycle Warehouse,117,0,0,N,17.6,16.7,702,2022-01-07,2022-01-07,12:21:54,14:18:11,Y,Y,One Way,Houston BCycle
25886520,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,384,Standard,UTMDA 1MC Bertner & Braeswood,Houston BCycle Warehouse,1549,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,11:37:27,13:26:12,Y,Y,One Way,Houston BCycle
25886523,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,180 R2,Standard,UTMDA 1MC Bertner & Braeswood,Houston BCycle Warehouse,1548,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,11:38:18,13:26:55,Y,Y,One Way,Houston BCycle
25886559,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,14174,Standard,TMC Innovation,Houston BCycle Warehouse,1538,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,11:49:27,13:27:58,Y,Y,One Way,Houston BCycle
25886561,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,455 R2,Standard,TMC Innovation,Houston BCycle Warehouse,1538,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,11:50:16,13:28:05,Y,Y,One Way,Houston BCycle
25886562,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,01718,Standard,TMC Innovation,Houston BCycle Warehouse,1537,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,11:51:08,13:28:13,Y,Y,One Way,Houston BCycle
25886513,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,20999,Standard,UTMDA 1MC Bertner & Braeswood,Houston BCycle Warehouse,1550,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,11:35:55,13:25:51,Y,Y,One Way,Houston BCycle
25886514,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,01576,Standard,UTMDA 1MC Bertner & Braeswood,Houston BCycle Warehouse,1550,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,11:36:05,13:26:01,Y,Y,One Way,Houston BCycle
25886397,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,156 R2,Standard,Centennial Gardens,Centennial Gardens,51,0,0,N,7.7,7.3,306,2022-01-06,2022-01-06,10:52:24,11:43:14,Y,Y,Round Trip,Houston BCycle
25886404,Houston BCycle,3284341,Maintenance,,,,UNITED STATES,,02297,Standard,Centennial Gardens,Houston BCycle Warehouse,1592,0,0,N,18.0,17.1,720,2022-01-06,2022-01-07,10:53:34,13:25:36,Y,Y,One Way,Houston BCycle
